aX,aY,aZ,gX,gY,gZ
-0.206,0.066,0.953,0.854,2.319,0.854
-0.206,0.064,0.949,0.977,1.099,1.343
-0.208,0.060,0.950,1.404,2.319,1.038
-0.208,0.064,0.950,0.793,2.441,0.793
-0.210,0.068,0.950,1.221,2.625,0.977
-0.208,0.066,0.950,1.587,1.831,1.587
-0.206,0.061,0.951,0.916,1.892,1.221
-0.205,0.060,0.951,1.343,2.441,0.916
-0.207,0.060,0.947,1.038,1.648,0.854
-0.210,0.064,0.950,0.732,2.502,0.244
-0.213,0.068,0.951,0.061,1.465,0.610
-0.212,0.068,0.950,0.854,1.953,1.160
-0.208,0.064,0.950,0.732,1.770,1.709
-0.205,0.062,0.950,0.916,2.014,1.282
-0.206,0.062,0.948,1.160,2.319,0.977
-0.204,0.068,0.956,0.854,2.014,0.916
-0.207,0.068,0.948,1.831,1.770,1.038
-0.209,0.061,0.948,2.014,2.991,1.404
-0.209,0.060,0.950,1.343,2.380,1.221
-0.210,0.065,0.950,0.671,2.075,1.282
-0.208,0.064,0.953,0.549,1.404,1.465
-0.205,0.062,0.950,1.099,2.258,0.854
-0.204,0.063,0.950,1.404,1.770,0.916
-0.206,0.065,0.951,0.916,0.854,0.854
-0.208,0.067,0.949,0.977,1.648,0.977
-0.207,0.065,0.950,1.465,2.686,0.854
-0.208,0.063,0.952,1.282,1.099,1.160
-0.206,0.063,0.949,0.977,1.709,1.282
-0.204,0.061,0.951,0.671,0.977,1.343
-0.206,0.061,0.951,0.549,1.343,0.488
-0.209,0.064,0.948,0.610,1.038,0.549
-0.210,0.068,0.950,0.488,1.282,0.977
-0.209,0.066,0.950,1.282,2.502,1.221
-0.205,0.061,0.950,1.770,3.174,1.282
-0.204,0.057,0.950,0.732,2.441,0.793
-0.206,0.062,0.951,0.732,1.770,0.427
-0.210,0.068,0.951,0.244,1.831,0.549
-0.211,0.069,0.948,1.160,1.892,1.404
-0.208,0.064,0.953,0.793,2.319,1.526
-0.206,0.063,0.951,1.160,1.160,2.014
-0.205,0.064,0.949,1.221,2.258,1.343
-0.206,0.064,0.950,0.488,1.099,1.892
-0.207,0.064,0.947,0.671,1.709,1.282
-0.209,0.063,0.950,0.549,2.075,0.977
-0.210,0.067,0.950,0.732,1.404,0.916
-0.209,0.070,0.948,0.854,1.770,2.197
-0.205,0.067,0.952,1.099,2.197,2.136
-0.204,0.063,0.952,1.709,2.991,1.282
-0.208,0.062,0.948,1.587,1.648,1.282
-0.210,0.063,0.947,0.549,1.526,1.099
-0.209,0.064,0.949,0.183,1.587,1.404
-0.206,0.067,0.953,0.366,0.977,1.221
-0.206,0.065,0.947,0.854,0.732,1.221
-0.208,0.065,0.951,1.343,1.770,1.099
-0.210,0.065,0.948,0.854,1.587,0.977
-0.209,0.063,0.947,0.916,1.221,1.587
-0.208,0.062,0.952,0.671,2.014,0.793
-0.211,0.067,0.946,0.549,0.732,0.854
-0.210,0.068,0.947,0.183,1.404,1.160
-0.208,0.066,0.949,0.244,2.014,1.160
-0.209,0.066,0.950,1.404,2.563,0.916
-0.208,0.062,0.947,1.282,2.075,0.854
-0.210,0.063,0.948,1.160,1.953,0.916
-0.210,0.066,0.950,0.366,1.709,0.732
-0.209,0.068,0.950,0.305,0.916,1.038
-0.207,0.066,0.950,0.244,1.648,0.977

-0.208,0.067,0.950,1.160,2.747,0.793
-0.207,0.068,0.949,0.610,1.892,0.549
-0.208,0.067,0.949,0.488,2.747,1.038
-0.208,0.067,0.950,0.671,2.380,0.732
-0.207,0.069,0.950,0.183,1.465,1.160
-0.207,0.072,0.950,0.366,1.404,1.038
-0.210,0.069,0.953,1.526,2.625,0.854
-0.208,0.064,0.949,1.343,1.587,1.099
-0.211,0.061,0.943,1.282,1.465,1.160
-0.210,0.062,0.951,0.000,2.014,0.610
-0.211,0.071,0.949,-0.061,0.732,1.099
-0.210,0.075,0.947,0.305,1.709,0.977
-0.208,0.072,0.952,0.793,1.587,1.526
-0.208,0.070,0.950,1.709,1.953,1.038
-0.210,0.068,0.946,1.099,1.648,0.916
-0.210,0.069,0.946,0.549,1.770,1.221
-0.209,0.067,0.953,0.977,2.197,1.099
-0.210,0.068,0.949,0.916,1.831,0.977
-0.209,0.068,0.947,0.244,1.221,1.221
-0.208,0.068,0.951,0.183,1.709,1.099
-0.208,0.070,0.950,0.732,1.587,1.038
-0.211,0.073,0.947,0.793,1.831,0.732
-0.212,0.071,0.948,0.916,2.136,0.977
-0.209,0.068,0.950,1.160,2.258,1.404
-0.208,0.067,0.949,1.038,1.892,1.282
-0.209,0.070,0.950,0.732,1.526,1.160
-0.210,0.071,0.950,0.549,2.319,0.732
-0.212,0.072,0.947,0.854,2.380,0.610
-0.212,0.068,0.945,1.404,2.747,1.404
-0.208,0.068,0.952,0.549,2.014,1.770
-0.204,0.070,0.952,0.427,1.770,1.709
-0.203,0.075,0.951,0.671,2.014,0.916
-0.206,0.079,0.951,1.160,1.770,0.916
-0.208,0.076,0.950,1.709,1.526,1.404
-0.207,0.069,0.951,1.526,2.319,1.770
-0.209,0.064,0.948,2.014,2.136,1.221
-0.212,0.062,0.946,1.465,2.075,0.488
-0.211,0.069,0.946,0.610,1.465,0.427
-0.211,0.076,0.949,0.244,1.465,0.793
-0.208,0.073,0.953,0.854,2.075,0.977
-0.207,0.066,0.948,1.587,1.770,1.160
-0.209,0.066,0.947,0.916,1.953,1.099
-0.210,0.072,0.949,0.183,1.526,1.099
-0.213,0.072,0.950,0.610,2.319,1.160
-0.207,0.071,0.947,0.732,1.587,2.075
-0.203,0.070,0.951,0.305,2.014,1.709
-0.203,0.070,0.952,0.244,2.075,1.404
-0.204,0.075,0.949,0.244,1.465,1.343
-0.207,0.075,0.952,0.916,2.136,1.160
-0.209,0.073,0.949,1.282,1.831,1.404
-0.210,0.069,0.946,1.526,2.197,1.465
-0.208,0.070,0.949,0.916,1.831,1.038
-0.208,0.072,0.949,0.610,1.465,1.221
-0.206,0.072,0.948,0.916,1.770,1.038
-0.206,0.072,0.952,1.038,1.709,0.366
-0.206,0.070,0.948,1.160,1.221,0.427
-0.207,0.073,0.949,0.977,1.526,0.183
-0.210,0.076,0.950,1.099,1.404,0.793
-0.211,0.072,0.948,1.648,1.404,1.221
-0.209,0.069,0.948,1.282,1.648,1.099
-0.207,0.070,0.950,1.038,1.465,0.916
-0.209,0.074,0.950,0.916,1.038,0.793
-0.209,0.076,0.948,1.099,1.343,0.916
-0.209,0.073,0.950,1.526,1.648,1.038
-0.213,0.072,0.947,1.404,1.404,1.343
-0.213,0.070,0.947,1.404,1.709,1.343
-0.213,0.072,0.948,1.038,1.709,1.465
-0.213,0.074,0.950,1.282,2.075,1.465
-0.211,0.074,0.945,1.465,1.892,1.770
-0.209,0.069,0.950,1.282,1.892,1.465
-0.210,0.065,0.947,1.526,2.075,1.221
-0.214,0.067,0.948,0.916,1.892,0.916
-0.214,0.070,0.946,1.282,1.892,0.916
-0.213,0.076,0.947,0.977,2.136,1.404
-0.209,0.069,0.947,1.587,2.441,1.770
-0.205,0.061,0.949,1.709,2.441,1.160
-0.205,0.064,0.951,0.305,1.343,0.610
-0.207,0.077,0.951,0.854,1.404,-0.061
-0.209,0.078,0.949,1.526,1.587,0.000
-0.208,0.072,0.948,1.404,1.648,0.732
-0.208,0.069,0.952,1.160,1.770,0.732
-0.209,0.069,0.951,1.404,1.404,0.549
-0.206,0.072,0.950,1.160,1.160,0.732
-0.204,0.071,0.949,0.977,1.099,1.038
-0.207,0.068,0.950,1.343,1.465,0.244
-0.214,0.068,0.947,1.648,1.526,-0.183
-0.220,0.073,0.944,1.465,1.770,-0.244
-0.219,0.075,0.945,0.732,1.160,1.282
-0.212,0.067,0.947,0.854,2.197,2.014
-0.210,0.064,0.950,1.282,2.197,0.854
-0.216,0.067,0.943,1.160,1.892,0.671
-0.218,0.071,0.943,0.244,1.953,1.221
-0.214,0.072,0.948,-0.244,1.892,2.136
-0.205,0.073,0.950,0.122,1.831,2.686
-0.203,0.072,0.951,0.366,2.319,2.075
-0.207,0.074,0.953,0.916,2.258,1.160
-0.213,0.075,0.946,0.916,1.831,1.282
-0.212,0.074,0.948,0.916,2.014,1.709
-0.207,0.070,0.950,1.099,1.953,2.014
-0.205,0.070,0.948,1.282,1.831,1.465

-0.208,0.068,0.950,1.343,1.770,0.854
-0.211,0.071,0.947,0.977,1.648,0.732
-0.212,0.070,0.946,1.282,1.587,0.854
-0.213,0.071,0.948,0.671,1.404,0.671
-0.212,0.072,0.949,0.793,1.709,0.549
-0.212,0.072,0.947,1.160,1.526,0.366
-0.213,0.073,0.948,0.977,1.526,0.732
-0.211,0.073,0.948,1.038,1.953,1.404
-0.208,0.071,0.949,1.038,2.014,1.526
-0.210,0.072,0.949,1.160,2.014,0.977
-0.211,0.073,0.947,1.099,1.648,1.160
-0.209,0.073,0.947,0.549,1.526,1.465
-0.211,0.073,0.950,1.160,1.770,1.282
-0.213,0.072,0.949,1.465,1.709,1.282
-0.213,0.071,0.945,1.465,2.136,1.404
-0.213,0.070,0.949,1.038,1.770,1.404
-0.210,0.071,0.948,0.916,1.343,1.404
-0.210,0.069,0.949,1.221,1.831,1.099
-0.212,0.068,0.947,1.160,1.770,0.732
-0.213,0.071,0.945,1.038,1.648,0.671
-0.213,0.075,0.950,0.977,1.465,0.671
-0.212,0.075,0.946,0.977,1.404,1.282
-0.210,0.072,0.950,1.221,2.197,1.099
-0.211,0.069,0.948,1.465,1.770,0.732
-0.214,0.068,0.943,1.160,1.770,0.488
-0.216,0.072,0.949,0.305,1.404,0.854
-0.215,0.076,0.948,0.732,1.221,1.343
-0.212,0.075,0.949,1.099,1.831,1.587
-0.212,0.073,0.947,1.465,2.075,1.343
-0.211,0.068,0.947,1.160,2.197,1.282
-0.212,0.070,0.950,0.854,1.465,0.854
-0.214,0.077,0.945,0.854,1.404,0.854
-0.213,0.076,0.948,0.916,1.770,1.221
-0.214,0.069,0.947,1.465,2.014,1.465
-0.212,0.066,0.947,1.465,2.258,0.977
-0.213,0.068,0.949,1.160,1.892,0.488
-0.214,0.071,0.945,0.732,1.465,0.793
-0.214,0.074,0.950,0.977,1.648,0.854
-0.213,0.075,0.946,0.977,1.831,1.221
-0.212,0.071,0.946,0.854,1.892,1.587
-0.214,0.071,0.948,0.732,1.709,1.038
-0.214,0.073,0.949,0.671,1.831,0.732
-0.214,0.076,0.949,0.977,1.587,1.282
-0.213,0.074,0.949,1.282,1.587,1.892
-0.210,0.071,0.949,1.404,1.709,1.587
-0.211,0.069,0.946,1.160,1.770,0.977
-0.215,0.070,0.948,1.099,1.709,1.038
-0.215,0.071,0.947,0.916,1.709,1.099
-0.216,0.071,0.946,0.977,1.526,1.221
-0.213,0.070,0.945,0.977,1.770,1.099
-0.212,0.071,0.950,0.732,1.587,0.977
-0.212,0.073,0.947,0.793,1.770,1.038
-0.214,0.074,0.948,0.977,1.709,0.977
-0.214,0.074,0.949,1.099,1.770,1.282
-0.212,0.070,0.949,1.343,2.014,1.221
-0.213,0.072,0.947,1.099,2.014,1.038
-0.214,0.073,0.948,1.099,1.648,1.160
-0.212,0.071,0.946,1.282,1.892,1.160
-0.215,0.070,0.947,1.221,2.014,0.854
-0.216,0.071,0.945,1.038,1.709,1.038
-0.215,0.072,0.946,0.732,1.770,1.404
-0.213,0.072,0.951,0.977,1.831,1.099
-0.214,0.071,0.947,1.343,1.892,0.793
-0.215,0.071,0.945,0.854,1.648,1.221
-0.214,0.072,0.949,0.549,1.648,1.587
-0.210,0.071,0.950,1.160,1.648,1.099
-0.213,0.074,0.947,1.282,1.953,0.671
-0.215,0.075,0.946,1.038,1.648,0.854
-0.215,0.074,0.948,1.038,1.953,1.343
-0.217,0.071,0.949,0.793,1.770,1.770
-0.211,0.065,0.946,0.549,1.953,1.831
-0.212,0.068,0.952,1.038,1.953,0.183
-0.218,0.077,0.947,1.343,1.404,-0.122
-0.219,0.079,0.944,0.916,2.014,0.977
-0.216,0.074,0.948,0.916,2.014,1.770
-0.210,0.068,0.949,1.282,2.014,1.526
-0.211,0.069,0.948,0.977,1.953,0.916
-0.213,0.073,0.950,0.793,1.831,0.549
-0.215,0.076,0.949,0.916,1.465,1.160
-0.214,0.072,0.948,1.099,2.014,1.404
-0.214,0.071,0.950,0.977,1.831,1.526
-0.214,0.069,0.947,0.854,1.648,1.282
-0.214,0.071,0.948,0.854,1.648,0.793
-0.216,0.074,0.948,0.732,1.465,0.916
-0.218,0.074,0.946,1.160,1.953,1.160
-0.217,0.075,0.948,0.977,1.953,1.038
-0.215,0.072,0.949,1.343,1.953,1.587
-0.212,0.067,0.948,1.587,2.197,1.587
-0.213,0.065,0.946,1.038,2.014,0.977
-0.216,0.071,0.948,1.038,2.014,0.183
-0.217,0.075,0.947,0.916,1.648,0.671
-0.215,0.074,0.946,1.221,2.014,1.099
-0.215,0.071,0.947,1.099,2.258,1.160
-0.214,0.070,0.947,0.732,2.075,1.343
-0.210,0.071,0.949,0.854,2.014,1.343
-0.214,0.075,0.950,0.732,1.770,1.221
-0.215,0.075,0.947,0.977,1.831,1.587
-0.212,0.072,0.948,1.221,2.075,1.587
-0.215,0.070,0.949,1.282,2.014,1.343
-0.215,0.071,0.947,1.465,1.953,1.404

-0.211,0.072,0.947,1.282,2.014,1.526
-0.211,0.071,0.950,1.099,1.892,1.038
-0.215,0.070,0.950,1.587,2.014,0.977
-0.215,0.069,0.946,1.648,2.136,0.916
-0.215,0.070,0.946,0.977,1.709,1.038
-0.215,0.072,0.952,0.732,1.709,1.099
-0.211,0.073,0.946,1.099,1.282,0.977
-0.211,0.074,0.947,1.099,1.831,0.916
-0.213,0.070,0.949,1.099,2.136,0.854
-0.215,0.071,0.946,1.221,1.709,1.038
-0.214,0.071,0.946,0.977,2.136,1.160
-0.214,0.071,0.949,0.977,1.831,1.099
-0.213,0.071,0.950,0.916,1.892,1.038
-0.213,0.071,0.948,0.977,1.587,0.916
-0.214,0.072,0.947,0.977,1.892,0.916
-0.213,0.070,0.950,1.099,2.014,1.099
-0.214,0.071,0.946,0.732,1.343,1.160
-0.214,0.072,0.948,0.854,1.953,0.854
-0.214,0.073,0.949,0.793,1.770,0.732
-0.214,0.075,0.948,0.854,2.014,1.099
-0.211,0.072,0.948,0.793,1.831,1.404
-0.211,0.070,0.951,0.854,2.075,1.282
-0.215,0.072,0.948,1.160,1.709,0.916
-0.218,0.076,0.946,0.793,1.282,1.099
-0.215,0.074,0.948,0.732,1.892,1.709
-0.214,0.068,0.950,1.160,2.197,1.404
-0.216,0.068,0.945,1.160,1.709,1.038
-0.215,0.073,0.946,-0.061,1.770,0.854
-0.214,0.077,0.951,0.366,1.465,1.221
-0.215,0.077,0.949,1.160,2.502,1.282
-0.214,0.072,0.945,0.793,2.075,0.854
-0.216,0.071,0.948,0.610,1.648,0.732
-0.219,0.078,0.949,0.610,1.770,0.916
-0.215,0.079,0.950,0.549,1.709,1.709
-0.212,0.074,0.951,1.343,2.258,1.404
-0.212,0.070,0.949,1.038,1.953,0.977
-0.213,0.070,0.946,0.977,1.892,0.671
-0.216,0.076,0.949,0.610,1.404,0.610
-0.217,0.081,0.948,0.549,1.404,1.282
-0.210,0.075,0.948,1.099,2.197,1.892
-0.212,0.072,0.951,1.099,2.075,1.526
-0.215,0.075,0.948,1.404,1.404,1.038
-0.214,0.078,0.945,1.099,1.892,1.160
-0.217,0.072,0.949,1.343,1.953,1.465
-0.216,0.068,0.947,1.587,1.709,1.709
-0.214,0.071,0.946,0.854,1.404,1.282
-0.212,0.079,0.950,0.793,1.221,0.916
-0.216,0.081,0.947,1.160,1.526,1.465
-0.216,0.077,0.945,2.014,2.502,1.892
-0.217,0.071,0.950,2.197,2.380,1.709
-0.216,0.065,0.945,1.038,1.953,1.648
-0.214,0.069,0.946,0.854,1.587,1.465
-0.213,0.074,0.950,0.427,1.465,1.038
-0.215,0.080,0.949,1.038,1.892,1.099
-0.215,0.076,0.948,1.709,2.625,1.038
-0.213,0.068,0.949,1.831,2.380,1.465
-0.212,0.063,0.946,1.282,1.831,1.099
-0.211,0.066,0.949,0.732,1.709,0.488
-0.217,0.076,0.946,0.122,1.526,0.122
-0.214,0.077,0.947,0.000,1.343,1.160
-0.213,0.075,0.954,0.854,2.136,0.427
-0.215,0.073,0.950,1.831,2.197,0.427
-0.214,0.076,0.945,0.916,1.404,1.160
-0.214,0.082,0.946,-15.320,1.709,1.709
-0.212,0.081,0.954,0.916,1.465,2.258
-0.214,0.075,0.950,2.319,2.991,1.343
-0.215,0.071,0.943,1.343,2.014,1.770
-0.212,0.068,0.946,0.854,1.892,2.258
-0.211,0.072,0.952,0.671,1.526,1.526
-0.215,0.075,0.950,1.343,1.465,0.977
-0.215,0.075,0.945,1.343,1.648,0.977
-0.216,0.072,0.948,0.916,1.526,0.916
-0.215,0.074,0.946,0.793,0.977,1.038
-0.215,0.074,0.947,1.038,1.892,0.610
-0.216,0.073,0.949,1.160,2.380,0.366
-0.218,0.072,0.943,1.343,1.770,0.916
-0.216,0.073,0.946,0.549,1.587,0.916
-0.216,0.077,0.950,0.366,1.343,0.916
-0.213,0.079,0.949,0.793,1.221,1.099
-0.211,0.073,0.950,1.404,2.441,1.221
-0.212,0.073,0.947,1.404,1.770,0.854
-0.217,0.076,0.944,0.793,1.648,0.916
-0.215,0.074,0.949,0.671,1.831,1.526
-0.214,0.072,0.949,1.099,1.526,1.465
-0.215,0.071,0.946,1.282,1.648,1.221
-0.216,0.077,0.946,0.366,1.465,1.038
-0.216,0.077,0.948,0.427,1.770,1.282
-0.214,0.076,0.950,1.404,2.380,1.160
-0.216,0.070,0.943,1.221,2.014,1.526
-0.214,0.066,0.946,0.427,1.892,1.526
-0.216,0.073,0.952,0.366,2.014,0.183
-0.218,0.081,0.945,1.099,1.770,0.549
-0.215,0.082,0.945,1.099,1.953,1.648
-0.214,0.075,0.953,1.343,2.258,2.014
-0.211,0.070,0.947,1.587,2.075,1.465
-0.213,0.070,0.947,1.160,1.709,1.099
-0.214,0.073,0.946,0.854,1.282,1.343
-0.216,0.078,0.950,0.671,1.648,1.038
-0.217,0.080,0.949,0.977,1.892,1.160
-0.217,0.077,0.944,1.648,1.892,1.648

-0.215,0.071,0.947,1.221,1.770,1.526
-0.214,0.070,0.948,1.038,1.526,1.038
-0.214,0.071,0.949,0.732,1.648,0.671
-0.215,0.074,0.946,1.160,1.404,0.610
-0.218,0.079,0.946,0.793,1.038,0.793
-0.218,0.079,0.948,1.282,1.648,1.343
-0.216,0.073,0.944,1.831,2.136,1.160
-0.214,0.070,0.949,1.343,2.197,0.854
-0.215,0.070,0.949,1.038,1.465,1.038
-0.213,0.071,0.947,1.465,1.892,0.732
-0.216,0.078,0.947,1.587,1.160,0.427
-0.217,0.078,0.946,1.038,1.648,0.854
-0.217,0.076,0.949,1.099,1.892,0.854
-0.216,0.073,0.946,1.465,2.197,0.977
-0.216,0.070,0.945,1.099,1.709,1.404
-0.215,0.069,0.947,0.671,1.770,0.854
-0.217,0.072,0.948,0.671,1.343,0.793
-0.215,0.075,0.945,0.732,1.526,0.854
-0.213,0.077,0.949,0.671,1.831,0.854
-0.217,0.077,0.947,1.221,1.648,0.732
-0.219,0.074,0.945,1.526,2.014,0.916
-0.218,0.073,0.948,1.038,1.770,1.526
-0.211,0.067,0.950,1.282,2.014,1.526
-0.211,0.070,0.951,1.404,1.770,0.122
-0.218,0.078,0.943,0.977,1.526,0.122
-0.219,0.079,0.946,0.671,1.709,0.977
-0.218,0.075,0.950,1.343,2.136,1.404
-0.212,0.068,0.946,1.587,2.075,1.404
-0.210,0.068,0.947,0.977,2.258,0.854
-0.214,0.072,0.950,0.427,1.160,0.488
-0.219,0.076,0.946,0.488,1.709,0.610
-0.219,0.077,0.946,0.793,2.319,0.427
-0.217,0.072,0.948,1.404,1.953,1.343
-0.214,0.072,0.948,0.671,1.587,1.465
-0.215,0.073,0.946,0.488,1.404,1.282
-0.215,0.074,0.948,0.549,1.831,1.160
-0.216,0.077,0.948,0.793,1.892,0.793
-0.216,0.075,0.946,0.671,1.587,1.465
-0.213,0.073,0.950,0.793,1.709,1.709
-0.212,0.072,0.948,0.793,1.465,1.221
-0.215,0.073,0.947,0.854,2.136,0.732
-0.218,0.075,0.948,0.732,1.892,0.732
-0.219,0.078,0.947,0.488,1.526,1.282
-0.218,0.076,0.945,1.099,1.770,1.892
-0.212,0.071,0.951,0.977,2.441,1.038
-0.214,0.071,0.945,1.099,1.465,0.977
-0.217,0.074,0.946,0.610,1.831,0.793
-0.217,0.078,0.950,0.427,1.282,0.854
-0.214,0.080,0.947,1.038,1.892,1.343
-0.214,0.076,0.948,1.343,2.136,1.831
-0.212,0.070,0.946,1.038,1.709,1.465
-0.213,0.071,0.947,1.221,2.075,0.793
-0.216,0.076,0.946,0.305,1.282,0.916
-0.217,0.078,0.948,0.488,2.563,0.671
-0.216,0.078,0.947,1.099,1.831,1.038
-0.214,0.074,0.948,1.099,1.709,1.404
-0.213,0.073,0.947,1.038,2.197,1.282
-0.213,0.075,0.947,0.793,0.977,1.282
-0.214,0.077,0.949,0.732,1.892,1.038
-0.217,0.076,0.946,0.916,1.526,1.038
-0.217,0.077,0.946,0.671,2.380,1.099
-0.214,0.077,0.947,0.671,1.587,1.587
-0.214,0.075,0.947,0.732,1.892,1.343
-0.213,0.075,0.948,0.854,2.075,0.977
-0.213,0.077,0.948,0.793,1.465,0.793
-0.216,0.078,0.946,1.038,1.770,1.038
-0.215,0.079,0.948,0.916,2.075,1.099
-0.215,0.078,0.948,0.916,1.709,1.587
-0.214,0.072,0.949,1.343,2.197,1.160
-0.215,0.071,0.948,1.221,2.014,0.854
-0.218,0.076,0.945,0.732,1.282,0.671
-0.215,0.081,0.948,0.366,1.892,1.343
-0.216,0.079,0.950,0.916,1.953,1.343
-0.214,0.074,0.947,1.831,1.892,1.648
-0.213,0.071,0.947,0.732,2.075,0.916
-0.216,0.080,0.949,0.732,1.343,1.160
-0.216,0.080,0.946,0.793,2.258,1.282
-0.213,0.078,0.949,1.526,1.831,1.587
-0.215,0.075,0.946,0.793,1.953,1.160
-0.214,0.075,0.947,1.282,1.892,1.404
-0.215,0.077,0.946,0.916,1.282,1.099
-0.213,0.079,0.945,0.427,1.343,1.404
-0.213,0.077,0.951,0.793,2.258,1.221
-0.214,0.078,0.950,0.916,1.526,0.854
-0.213,0.080,0.946,0.854,1.404,1.404
-0.213,0.077,0.948,1.343,2.563,0.977
-0.215,0.075,0.947,1.648,1.831,0.732
-0.219,0.076,0.943,1.404,1.465,0.854
-0.218,0.077,0.944,0.854,1.465,1.221
-0.215,0.075,0.950,0.977,1.404,0.977
-0.214,0.074,0.945,1.160,1.587,0.793
-0.215,0.075,0.946,1.038,2.136,0.488
-0.215,0.076,0.950,0.366,1.221,0.793
-0.216,0.079,0.946,1.282,2.197,0.916
-0.216,0.078,0.947,0.793,1.892,1.099
-0.215,0.077,0.950,1.099,1.709,1.282
-0.214,0.078,0.947,1.221,1.221,1.404
-0.213,0.076,0.947,0.977,1.465,1.343
-0.211,0.074,0.948,0.854,1.160,1.221
-0.215,0.080,0.950,0.488,1.526,0.610

-0.218,0.080,0.949,1.587,1.831,0.305
-0.221,0.077,0.942,2.380,2.380,1.160
-0.219,0.066,0.945,1.160,1.587,1.099
-0.218,0.067,0.946,1.160,1.831,0.977
-0.219,0.082,0.947,-0.061,1.282,0.122
-0.219,0.090,0.949,0.732,1.282,1.038
-0.216,0.082,0.948,1.648,2.686,2.014
-0.212,0.066,0.943,1.404,2.441,2.258
-0.213,0.068,0.949,0.366,0.916,1.038
-0.222,0.084,0.948,0.610,1.099,0.488
-0.224,0.088,0.945,1.343,1.709,1.465
-0.214,0.074,0.946,2.258,2.319,2.258
-0.211,0.064,0.947,1.648,2.136,1.465
-0.214,0.067,0.946,0.732,1.587,0.427
-0.223,0.079,0.946,0.610,1.648,-0.183
-0.226,0.086,0.946,1.343,1.831,1.160
-0.218,0.077,0.947,1.648,2.258,2.136
-0.212,0.066,0.949,1.892,2.319,1.770
-0.210,0.064,0.947,1.038,1.648,0.793
-0.215,0.074,0.946,0.977,1.465,0.000
-0.220,0.086,0.947,0.305,1.099,0.549
-0.218,0.081,0.949,1.526,2.502,1.160
-0.213,0.071,0.948,1.953,1.587,1.709
-0.214,0.067,0.947,1.038,1.282,1.465
-0.218,0.081,0.949,0.671,0.854,0.366
-0.220,0.082,0.947,2.136,2.502,0.427
-0.215,0.073,0.947,2.197,2.441,1.770
-0.213,0.067,0.948,1.404,2.136,1.282
-0.214,0.065,0.946,1.465,2.380,0.366
-0.216,0.070,0.947,0.977,1.831,0.305
-0.220,0.077,0.945,1.099,1.648,0.488
-0.221,0.078,0.947,1.709,2.869,0.549
-0.218,0.074,0.947,1.282,2.808,1.160
-0.213,0.073,0.949,0.549,1.709,2.136
-0.210,0.072,0.951,1.038,2.075,1.587
-0.214,0.076,0.947,1.526,2.502,0.427
-0.221,0.078,0.946,1.343,1.953,1.221
-0.219,0.071,0.945,1.587,2.747,1.648
-0.213,0.061,0.949,1.038,1.892,1.831
-0.210,0.059,0.949,1.160,2.014,0.916
-0.212,0.066,0.948,0.793,1.282,0.000
-0.215,0.076,0.946,0.000,1.526,-0.549
-0.219,0.086,0.949,0.244,1.465,0.671
-0.218,0.083,0.950,1.099,1.282,1.648
-0.212,0.071,0.949,2.625,3.052,1.831
-0.208,0.061,0.948,1.892,2.625,1.587
-0.210,0.059,0.949,0.793,1.160,0.854
-0.218,0.075,0.945,0.061,0.671,0.366
-0.219,0.085,0.948,-0.183,0.549,0.549
-0.218,0.085,0.951,0.793,2.014,1.465
-0.214,0.074,0.947,1.770,2.625,1.892
-0.211,0.068,0.949,0.732,2.075,1.953
-0.212,0.068,0.947,0.610,1.343,1.892
-0.216,0.072,0.946,0.305,1.526,1.465
-0.218,0.078,0.946,0.061,1.221,1.038
-0.219,0.079,0.946,0.671,1.892,1.465
-0.215,0.072,0.948,0.488,2.380,1.770
-0.215,0.066,0.948,0.549,1.831,1.465
-0.215,0.069,0.946,0.305,2.502,0.732
-0.218,0.077,0.946,-0.366,0.916,0.977
-0.218,0.082,0.948,0.061,1.831,1.038
-0.213,0.078,0.949,0.366,2.319,1.038
-0.209,0.076,0.950,0.061,1.099,1.160
-0.210,0.074,0.950,0.366,1.343,0.916
-0.211,0.076,0.948,0.732,1.282,0.854
-0.215,0.078,0.949,0.610,1.160,0.916
-0.218,0.080,0.949,0.671,1.099,1.099
-0.215,0.077,0.946,1.221,1.709,1.465
-0.214,0.073,0.949,0.916,2.319,0.916
-0.215,0.073,0.947,1.038,2.014,0.488
-0.217,0.078,0.946,0.916,1.526,1.038
-0.215,0.079,0.950,0.916,1.953,1.160
-0.215,0.078,0.950,1.465,2.625,0.854
-0.214,0.074,0.944,1.953,2.136,1.404
-0.212,0.069,0.945,0.183,1.465,1.404
-0.214,0.075,0.951,-0.122,1.099,0.916
-0.214,0.080,0.948,0.183,1.648,0.671
-0.215,0.082,0.946,0.732,1.099,1.343
-0.215,0.081,0.949,0.549,1.404,1.404
-0.216,0.079,0.948,0.488,1.099,1.343
-0.213,0.073,0.946,1.404,2.930,1.343
-0.212,0.073,0.948,0.488,1.953,1.099
-0.214,0.078,0.946,0.427,1.709,0.916
-0.214,0.082,0.948,0.183,1.587,0.854
-0.214,0.082,0.950,1.526,1.648,1.953
-0.215,0.075,0.946,0.732,2.563,1.465
-0.212,0.072,0.950,1.099,1.648,1.587
-0.214,0.078,0.948,1.343,1.648,0.732
-0.217,0.083,0.945,0.183,0.854,1.160
-0.215,0.080,0.947,0.854,2.014,2.014
-0.214,0.076,0.948,1.282,1.465,1.343
-0.216,0.074,0.946,1.221,2.136,0.671
