aX,aY,aZ,gX,gY,gZ
-0.200,0.055,0.953,1.221,2.014,1.160
-0.198,0.052,0.951,1.343,2.075,0.916
-0.197,0.049,0.950,1.221,2.014,1.221
-0.199,0.051,0.953,1.038,2.014,0.854
-0.200,0.056,0.951,0.854,1.892,0.549
-0.198,0.058,0.952,0.977,2.197,1.221
-0.194,0.055,0.954,0.854,1.953,1.770
-0.192,0.052,0.953,1.160,1.770,1.404
-0.193,0.052,0.953,0.916,1.648,0.977
-0.197,0.054,0.950,0.610,2.075,0.732
-0.197,0.056,0.951,1.160,1.709,1.282
-0.200,0.058,0.952,1.526,2.136,1.282
-0.199,0.052,0.952,0.732,2.014,1.404
-0.197,0.051,0.952,0.793,2.258,1.282
-0.194,0.050,0.954,0.671,1.038,1.282
-0.197,0.052,0.954,0.732,1.099,0.549
-0.202,0.056,0.949,1.404,1.831,0.793
-0.200,0.057,0.952,0.916,1.892,1.160
-0.200,0.056,0.952,0.977,1.892,1.221
-0.199,0.052,0.949,1.282,2.075,1.587
-0.198,0.050,0.950,0.977,1.892,1.404
-0.197,0.052,0.953,0.854,2.014,1.282
-0.197,0.053,0.953,0.793,1.648,1.160

-0.196,0.056,0.954,0.427,1.831,1.099
-0.198,0.056,0.954,0.793,2.197,1.160
-0.200,0.057,0.951,1.099,1.526,1.099
-0.201,0.057,0.950,1.160,1.770,1.099
-0.200,0.053,0.953,0.916,1.892,1.648
-0.196,0.052,0.952,1.099,1.892,1.282
-0.196,0.050,0.952,0.916,1.892,1.099
-0.196,0.050,0.951,0.610,1.282,0.732
-0.198,0.055,0.953,0.610,1.648,0.305
-0.201,0.063,0.954,0.916,1.770,0.671
-0.199,0.061,0.951,1.282,1.648,1.648
-0.198,0.055,0.951,1.831,1.831,2.197
-0.197,0.050,0.951,1.404,0.854,2.075
-0.198,0.047,0.951,1.099,2.014,1.343
-0.198,0.049,0.951,0.854,1.648,1.526
-0.199,0.055,0.953,0.671,1.404,0.916
-0.200,0.059,0.951,0.610,1.526,1.038
-0.200,0.056,0.950,0.793,1.526,1.404
-0.198,0.052,0.953,1.099,1.770,1.160
-0.198,0.051,0.950,1.038,1.587,0.977
-0.201,0.052,0.950,0.732,1.465,0.671
-0.203,0.056,0.951,0.671,1.709,0.488
-0.202,0.059,0.950,0.977,1.953,1.221
-0.198,0.055,0.953,1.160,2.014,1.221
-0.197,0.051,0.953,1.221,1.892,1.282
-0.196,0.051,0.950,1.282,1.587,0.793
-0.199,0.057,0.954,0.793,1.526,0.610
-0.201,0.059,0.951,0.916,1.587,1.038
-0.200,0.054,0.950,1.526,2.136,1.221
-0.199,0.049,0.950,1.465,2.197,1.038
-0.200,0.051,0.950,0.916,1.770,0.916
-0.201,0.057,0.951,0.732,2.380,1.099
-0.198,0.055,0.951,0.732,1.587,1.465
-0.198,0.055,0.951,0.366,0.916,1.831
-0.198,0.052,0.955,0.854,1.770,1.221
-0.200,0.055,0.952,1.282,1.587,0.916
-0.204,0.056,0.949,1.526,1.526,1.038
-0.204,0.055,0.950,1.343,2.075,1.343
-0.200,0.052,0.951,0.977,1.770,1.709
-0.195,0.050,0.951,0.671,1.648,1.648
-0.195,0.052,0.954,0.854,1.709,0.610
-0.198,0.060,0.953,0.854,1.038,0.244
-0.203,0.059,0.950,0.854,1.282,0.916
-0.203,0.056,0.950,1.465,1.648,1.465
-0.201,0.051,0.950,1.099,1.221,1.709
-0.202,0.052,0.950,1.587,1.648,1.587
-0.200,0.052,0.948,1.099,1.648,1.465
-0.200,0.054,0.953,0.793,1.526,1.160
-0.201,0.055,0.950,0.793,1.404,1.160
-0.202,0.054,0.952,1.343,1.587,1.343
-0.201,0.053,0.950,0.671,1.953,0.916
-0.200,0.054,0.949,1.038,2.380,1.099
-0.198,0.052,0.951,0.488,2.258,0.916
-0.198,0.054,0.953,1.526,1.709,0.916
-0.199,0.056,0.951,0.488,1.038,0.793
-0.201,0.057,0.950,0.793,0.977,0.977
-0.202,0.054,0.948,0.427,0.793,1.526
-0.199,0.056,0.957,0.671,1.831,1.343
-0.201,0.056,0.953,1.709,1.831,0.793
-0.202,0.054,0.946,1.953,1.648,1.099
-0.203,0.052,0.949,0.854,1.648,1.282
-0.202,0.053,0.952,0.854,1.831,1.099
-0.200,0.053,0.950,1.343,1.770,0.793
-0.203,0.056,0.950,1.282,2.014,0.610
-0.201,0.056,0.948,0.793,1.831,1.526
-0.200,0.055,0.956,0.732,2.319,1.526
-0.200,0.054,0.949,1.343,2.014,1.160
-0.199,0.052,0.951,1.099,2.197,1.038
-0.198,0.055,0.952,0.732,1.953,1.282
-0.199,0.056,0.952,0.732,1.953,1.221
-0.199,0.057,0.953,1.099,1.831,0.977
-0.200,0.057,0.951,0.793,1.526,1.282
-0.199,0.054,0.952,0.977,1.587,1.648
-0.199,0.052,0.951,1.221,1.587,1.099
-0.200,0.054,0.951,0.977,1.587,0.977
-0.199,0.055,0.950,0.793,1.465,1.038
-0.202,0.058,0.953,1.160,1.709,0.977
-0.201,0.054,0.950,1.465,1.709,1.099
-0.202,0.051,0.950,1.282,1.709,0.854
-0.206,0.053,0.948,1.282,1.587,0.671
-0.204,0.056,0.948,0.488,1.709,1.526
-0.201,0.055,0.953,1.343,3.235,1.160
-0.201,0.051,0.951,1.343,2.197,0.854
-0.199,0.049,0.946,0.732,1.404,0.732
-0.202,0.056,0.952,0.122,1.282,0.488
-0.202,0.061,0.952,0.427,2.625,1.099
-0.195,0.057,0.955,1.160,2.991,0.977
-0.199,0.053,0.950,1.831,2.686,0.610
-0.199,0.052,0.951,1.343,2.625,0.488
-0.200,0.055,0.952,0.916,1.160,0.916
-0.203,0.059,0.951,1.221,1.648,0.854
-0.200,0.055,0.951,1.709,2.441,1.038
-0.200,0.051,0.951,1.404,1.343,1.038
-0.199,0.053,0.951,0.977,1.709,1.099
-0.198,0.056,0.952,0.854,2.014,0.916
-0.198,0.058,0.954,0.793,1.648,0.610
-0.201,0.056,0.950,1.587,2.380,0.366
-0.203,0.053,0.950,1.465,1.953,0.854
-0.204,0.054,0.949,1.160,1.831,0.793
-0.204,0.056,0.950,1.099,2.136,1.099

-0.201,0.054,0.952,1.038,2.380,1.526
-0.197,0.052,0.954,1.038,2.136,1.648
-0.195,0.051,0.953,0.916,1.953,1.221
-0.196,0.056,0.951,0.427,1.587,1.709
-0.197,0.058,0.952,0.366,1.770,1.404
-0.203,0.059,0.952,0.793,1.648,0.977
-0.204,0.057,0.950,1.404,1.953,1.038
-0.199,0.053,0.950,1.221,1.770,1.587
-0.195,0.050,0.952,1.038,2.014,1.160
-0.198,0.052,0.951,1.099,1.770,0.488
-0.200,0.055,0.950,0.793,1.587,0.305
-0.200,0.059,0.954,1.160,1.831,0.671
-0.200,0.059,0.952,1.404,1.831,1.221
-0.198,0.055,0.949,1.404,2.197,1.343
-0.199,0.052,0.951,1.343,1.831,1.160
-0.200,0.055,0.951,1.160,1.831,1.099
-0.199,0.055,0.951,0.977,1.831,1.221
-0.200,0.057,0.950,0.977,1.831,1.343
-0.199,0.056,0.950,0.977,1.892,1.709
-0.197,0.054,0.952,0.854,2.014,1.526
-0.199,0.054,0.953,1.038,1.892,1.587
-0.197,0.053,0.951,0.916,1.770,1.709
-0.198,0.054,0.954,0.854,1.465,0.916
-0.198,0.056,0.951,0.977,1.404,1.282
-0.198,0.055,0.953,0.977,1.648,1.160
-0.200,0.056,0.954,0.977,1.648,1.099
-0.203,0.056,0.951,1.343,1.831,1.099
-0.202,0.053,0.952,1.099,1.892,1.404
-0.199,0.056,0.952,1.099,1.648,1.587
-0.198,0.054,0.953,1.160,1.648,1.160
-0.201,0.055,0.951,1.282,1.526,0.854
-0.203,0.055,0.950,1.404,1.709,1.099
-0.201,0.054,0.951,0.977,1.465,1.343
-0.201,0.053,0.949,0.977,1.526,1.038
-0.202,0.055,0.950,1.099,2.014,1.038
-0.203,0.058,0.950,1.038,1.831,1.404
-0.202,0.056,0.952,1.160,1.831,1.709
-0.199,0.052,0.950,1.099,1.892,1.587
-0.199,0.050,0.952,0.854,2.258,1.343
-0.199,0.051,0.952,0.610,2.014,0.793
-0.199,0.057,0.952,0.427,1.831,0.610
-0.201,0.059,0.949,0.610,1.587,0.671
-0.201,0.059,0.952,1.038,1.831,1.099
-0.199,0.055,0.953,1.343,1.709,1.221
-0.198,0.052,0.950,0.977,1.648,1.099
-0.198,0.055,0.951,0.549,1.404,0.977
-0.200,0.058,0.953,0.427,1.160,0.916
-0.200,0.058,0.953,0.854,1.404,0.732
-0.200,0.055,0.952,1.465,1.587,0.977
-0.200,0.054,0.949,1.282,1.465,1.099
-0.202,0.053,0.951,1.038,1.282,1.038
-0.205,0.055,0.950,1.160,1.526,1.038
-0.203,0.055,0.950,0.977,2.136,1.038
-0.203,0.056,0.950,0.916,1.709,1.221
-0.200,0.052,0.950,0.916,1.831,1.648
-0.200,0.051,0.955,0.610,1.831,1.099
-0.204,0.056,0.950,1.221,1.892,0.671
-0.203,0.058,0.948,0.977,1.953,1.343
-0.201,0.058,0.953,0.732,2.258,1.709
-0.195,0.055,0.951,0.732,1.587,2.014
-0.192,0.052,0.953,0.977,1.770,1.160
-0.196,0.052,0.956,0.793,1.221,0.183
-0.204,0.061,0.948,0.854,0.977,0.488
-0.205,0.064,0.950,0.732,1.465,0.977
-0.205,0.060,0.951,1.404,1.465,1.648
-0.201,0.050,0.947,1.831,1.831,2.014
-0.198,0.046,0.951,0.793,1.709,1.465
-0.199,0.050,0.953,0.366,1.221,0.793
-0.202,0.056,0.952,0.977,1.282,-0.183
-0.206,0.062,0.950,0.854,1.892,0.061
-0.206,0.061,0.949,1.038,1.709,1.221
-0.201,0.054,0.952,1.221,2.441,1.770
-0.200,0.051,0.950,1.526,1.648,1.404
-0.200,0.052,0.948,0.793,1.770,1.160
-0.201,0.057,0.953,0.427,1.892,1.038
-0.202,0.062,0.953,1.099,1.892,1.282
-0.200,0.058,0.950,1.465,2.136,1.587
-0.198,0.053,0.954,0.977,2.014,1.587
-0.199,0.051,0.953,0.916,1.587,1.099
-0.203,0.055,0.950,0.854,1.343,0.549
-0.205,0.060,0.950,0.671,1.465,0.549
-0.205,0.060,0.952,1.343,2.075,1.221
-0.202,0.056,0.951,1.282,2.014,1.648
-0.197,0.051,0.954,1.160,1.831,1.648
-0.197,0.051,0.954,0.854,1.770,0.549
-0.200,0.056,0.952,0.549,1.160,0.488
-0.204,0.059,0.950,0.916,1.465,0.305
-0.208,0.062,0.950,1.221,1.404,0.732
-0.205,0.058,0.947,1.770,1.587,1.648
-0.202,0.053,0.952,1.221,2.197,1.831
-0.199,0.052,0.950,0.854,1.770,1.465
-0.199,0.054,0.952,0.854,1.953,1.099
-0.202,0.056,0.953,0.732,1.709,0.732
-0.204,0.058,0.950,1.160,1.709,0.793
-0.205,0.059,0.949,0.977,2.075,1.099
-0.207,0.058,0.950,1.465,2.197,1.709
-0.203,0.055,0.950,1.099,2.258,2.075
-0.197,0.052,0.955,0.916,2.502,1.709
-0.194,0.049,0.952,1.587,2.075,1.099
-0.195,0.046,0.952,0.732,1.648,0.671

-0.199,0.056,0.952,-0.244,0.977,-0.183
-0.204,0.074,0.952,-0.305,0.610,-0.305
-0.208,0.075,0.955,1.099,1.953,1.465
-0.200,0.052,0.948,2.869,1.892,2.625
-0.196,0.034,0.948,2.014,2.014,2.014
-0.196,0.038,0.952,0.671,1.221,0.488
-0.202,0.055,0.949,-0.244,0.977,-0.549
-0.207,0.070,0.954,0.244,1.526,-0.183
-0.208,0.067,0.955,1.648,1.648,0.732
-0.206,0.058,0.949,2.075,1.648,1.831
-0.201,0.047,0.947,1.648,1.953,1.892
-0.202,0.050,0.951,0.793,1.892,0.610
-0.208,0.055,0.949,0.916,1.953,0.549
-0.206,0.052,0.948,0.793,2.441,1.282
-0.204,0.055,0.950,0.244,2.136,0.732
-0.204,0.058,0.949,0.671,2.808,0.854
-0.200,0.059,0.951,-0.061,2.563,1.099
-0.202,0.061,0.952,-0.122,2.319,2.014
-0.195,0.055,0.957,1.099,2.747,2.075
-0.195,0.057,0.953,1.404,2.136,1.282
-0.199,0.061,0.950,1.160,2.075,1.465
-0.199,0.063,0.954,0.854,2.258,1.404
-0.196,0.056,0.951,1.221,1.953,1.648
-0.194,0.048,0.951,1.160,1.892,1.343
-0.195,0.048,0.953,0.427,1.526,0.854
-0.200,0.058,0.949,-0.183,1.526,0.671
-0.206,0.069,0.954,0.183,1.831,1.221
-0.201,0.067,0.950,0.916,1.770,2.136
-0.198,0.058,0.951,1.465,2.380,2.625
-0.192,0.046,0.951,0.549,2.136,2.014
-0.194,0.052,0.957,0.122,1.648,0.488
-0.199,0.064,0.954,-0.061,1.709,0.061
-0.199,0.068,0.953,0.854,1.831,1.343
-0.198,0.062,0.955,1.282,1.831,1.648
-0.197,0.055,0.952,1.770,1.648,1.282
-0.196,0.055,0.949,0.793,1.953,0.854
-0.197,0.057,0.954,0.305,1.404,0.610
-0.200,0.059,0.954,0.671,0.916,0.549
-0.202,0.061,0.949,0.854,1.770,0.549
-0.201,0.064,0.955,1.099,1.648,1.404
-0.201,0.062,0.950,1.587,0.977,1.343
-0.200,0.060,0.951,1.404,1.709,1.160
-0.199,0.059,0.951,0.854,1.160,1.587
-0.197,0.054,0.953,1.160,1.831,1.404
-0.198,0.046,0.953,1.038,1.709,0.610
-0.203,0.057,0.950,0.366,0.793,0.732
-0.205,0.067,0.952,0.305,1.770,0.549
-0.205,0.070,0.953,0.977,1.648,1.038
-0.201,0.064,0.953,1.587,1.953,2.014
-0.198,0.055,0.950,1.587,1.526,2.136
-0.199,0.051,0.950,0.977,1.648,1.343
-0.200,0.053,0.950,0.488,1.831,0.549
-0.202,0.062,0.954,0.305,2.075,0.427
-0.203,0.069,0.954,0.793,1.221,1.404
-0.202,0.065,0.951,1.038,2.197,1.465
-0.201,0.057,0.950,1.404,2.258,1.526
-0.200,0.052,0.950,0.549,1.282,1.587
-0.201,0.054,0.951,0.183,1.160,0.916
-0.207,0.061,0.951,0.671,2.197,0.061
-0.208,0.065,0.947,0.854,2.136,1.099
-0.201,0.064,0.950,0.366,1.648,2.686
-0.196,0.059,0.954,0.305,2.014,2.014
-0.197,0.057,0.954,1.282,2.075,0.793
-0.204,0.057,0.945,1.038,1.404,0.916
-0.207,0.060,0.947,0.000,2.014,0.916
-0.206,0.060,0.954,0.183,2.136,0.977
-0.202,0.065,0.953,0.732,1.709,1.465
-0.195,0.066,0.951,0.427,1.160,1.831
-0.194,0.061,0.955,0.427,2.502,1.038
-0.201,0.065,0.953,1.099,1.953,0.916
-0.201,0.066,0.951,1.160,1.221,1.587
-0.199,0.063,0.953,1.221,1.404,1.343
-0.200,0.059,0.948,1.770,2.136,1.160
-0.202,0.055,0.950,1.099,1.953,0.671
-0.206,0.057,0.950,0.488,1.404,0.183
-0.207,0.065,0.953,0.488,1.709,0.427
-0.202,0.061,0.951,0.793,2.319,0.916
-0.198,0.057,0.950,0.366,1.221,1.038
-0.202,0.061,0.948,-0.427,1.038,0.244
-0.206,0.069,0.951,0.061,1.099,0.427
-0.206,0.070,0.950,0.183,1.770,1.404
-0.200,0.068,0.951,0.854,1.648,2.258
-0.198,0.064,0.953,0.916,2.441,1.648
-0.198,0.062,0.952,0.977,2.136,1.038
-0.201,0.063,0.949,0.977,1.282,0.549
-0.204,0.060,0.951,0.061,1.465,0.916
-0.203,0.054,0.951,-0.244,0.854,1.404
-0.205,0.061,0.952,-0.610,1.404,0.610
-0.207,0.068,0.949,-0.732,0.610,1.221
-0.204,0.073,0.950,-0.854,0.977,1.709
-0.201,0.072,0.952,-0.610,1.160,1.831
-0.200,0.071,0.954,1.038,1.282,1.099
-0.204,0.069,0.948,1.343,1.404,0.671
-0.206,0.068,0.949,1.282,1.526,0.488
-0.205,0.074,0.955,0.977,1.099,1.038
-0.202,0.073,0.950,2.502,1.770,0.916
-0.200,0.072,0.950,2.563,2.075,0.244
-0.202,0.067,0.947,1.343,1.465,1.099
-0.204,0.068,0.953,0.610,1.282,1.099
-0.206,0.068,0.952,1.343,1.709,1.099

-0.208,0.065,0.950,1.831,1.526,1.099
-0.209,0.062,0.946,0.793,0.977,1.282
-0.208,0.068,0.951,-0.061,0.854,1.038
-0.207,0.073,0.954,0.488,1.099,1.343
-0.205,0.071,0.951,1.770,1.709,1.282
-0.205,0.066,0.946,2.075,2.014,1.099
-0.208,0.064,0.948,1.709,1.770,0.916
-0.214,0.070,0.951,1.953,1.770,0.916
-0.214,0.072,0.947,2.136,1.831,1.465
-0.208,0.064,0.949,2.197,2.747,2.075
-0.202,0.055,0.952,1.343,1.892,2.258
-0.202,0.056,0.953,1.038,1.892,1.648
-0.208,0.060,0.950,2.197,2.075,0.427
-0.215,0.065,0.945,1.587,2.197,0.793
-0.212,0.066,0.950,0.793,1.526,1.770
-0.205,0.064,0.951,1.099,1.953,1.892
-0.200,0.058,0.952,2.136,2.747,1.282
-0.200,0.056,0.950,1.038,1.404,1.343
-0.202,0.063,0.949,0.061,0.732,0.671
-0.207,0.066,0.955,1.038,2.014,0.366
-0.208,0.060,0.951,2.075,1.831,0.610
-0.206,0.051,0.946,1.892,1.892,0.305
-0.208,0.055,0.947,1.099,1.404,-0.488
-0.212,0.061,0.947,0.427,1.099,-0.610
-0.211,0.065,0.950,0.671,1.709,-0.183
-0.212,0.071,0.950,1.099,2.075,0.122
-0.206,0.067,0.947,1.526,2.319,1.343
-0.201,0.061,0.950,0.671,2.380,1.648
-0.206,0.064,0.953,0.916,1.831,1.099
-0.207,0.063,0.950,1.343,2.319,1.343
-0.207,0.063,0.948,1.465,2.136,1.282
-0.207,0.059,0.946,1.038,2.258,1.770
-0.204,0.059,0.954,0.854,2.625,1.221
-0.205,0.063,0.951,1.099,1.770,1.343
-0.204,0.064,0.950,0.793,1.831,1.587
-0.204,0.057,0.950,1.404,2.502,1.221
-0.206,0.055,0.948,1.099,2.441,0.671
-0.208,0.057,0.947,0.305,1.953,0.854
-0.205,0.063,0.950,-0.488,1.648,2.075
-0.203,0.067,0.955,-0.305,1.953,1.770
-0.200,0.070,0.948,0.061,1.831,1.770
-0.201,0.072,0.954,0.488,1.831,1.831
-0.199,0.069,0.953,1.587,1.892,2.075
-0.198,0.065,0.950,1.831,1.831,2.625
-0.198,0.059,0.953,1.099,1.770,2.319
-0.203,0.058,0.953,1.587,1.648,1.038
-0.211,0.061,0.946,1.587,1.587,0.244
-0.211,0.060,0.946,1.343,1.282,1.160
-0.205,0.056,0.951,1.099,1.892,1.221
-0.204,0.058,0.948,0.793,1.892,1.038
-0.206,0.062,0.948,0.427,1.404,0.854
-0.208,0.063,0.954,0.854,1.892,0.244
-0.205,0.062,0.951,1.160,1.404,0.549
-0.205,0.062,0.948,0.671,1.099,0.549
-0.207,0.064,0.949,0.854,1.404,0.732
-0.207,0.064,0.950,1.038,1.587,0.977
-0.207,0.061,0.951,1.343,2.136,1.099
-0.209,0.060,0.947,0.977,1.648,1.038
-0.207,0.064,0.947,0.854,1.709,1.099
-0.205,0.066,0.952,0.732,1.831,1.282
-0.206,0.066,0.952,0.916,1.709,1.831
-0.204,0.065,0.950,0.977,1.953,1.831
-0.203,0.061,0.949,1.526,1.770,2.014
-0.206,0.061,0.950,0.732,1.831,1.648
-0.206,0.063,0.950,0.610,1.648,1.648
-0.204,0.063,0.952,1.343,1.831,1.465
-0.203,0.064,0.950,1.587,1.892,0.977
-0.206,0.061,0.946,0.977,1.587,0.854
-0.208,0.059,0.952,1.221,2.136,0.732
-0.208,0.059,0.948,1.526,1.953,0.732
-0.208,0.059,0.946,0.549,1.648,0.916
-0.209,0.063,0.951,0.305,1.770,0.488
-0.208,0.065,0.948,0.610,1.465,0.549
-0.207,0.068,0.949,0.427,2.319,0.977
-0.206,0.068,0.951,0.732,1.282,1.770
-0.201,0.064,0.949,0.671,1.404,2.075
-0.199,0.063,0.954,0.427,2.380,1.221
-0.205,0.065,0.953,1.404,1.770,0.854
-0.210,0.066,0.943,1.221,1.770,1.282
-0.209,0.062,0.952,0.916,1.892,2.014
-0.205,0.059,0.951,0.854,1.892,1.526
-0.205,0.062,0.950,0.732,1.648,1.038
-0.207,0.061,0.949,1.160,1.709,0.793
-0.209,0.063,0.947,0.977,2.197,0.671
-0.207,0.063,0.950,0.854,1.404,1.038
-0.207,0.062,0.948,0.854,1.343,1.099
-0.211,0.064,0.949,0.916,2.136,0.305
-0.209,0.068,0.950,0.732,1.160,0.916
-0.208,0.072,0.951,0.732,1.099,1.404
-0.203,0.063,0.951,1.526,1.953,1.709
-0.201,0.058,0.949,1.160,1.526,1.221
-0.206,0.060,0.949,1.221,1.709,0.549
-0.213,0.067,0.948,0.977,1.404,0.244
-0.215,0.071,0.945,0.854,2.258,0.916
-0.210,0.066,0.952,1.038,2.197,1.831
-0.203,0.060,0.950,0.854,1.709,2.136
-0.202,0.060,0.951,0.916,1.770,1.221
-0.206,0.069,0.949,0.610,1.709,0.732
-0.212,0.073,0.948,0.977,1.831,0.671
-0.211,0.068,0.950,1.221,2.930,1.831

-0.204,0.060,0.949,1.709,2.197,2.258
-0.203,0.058,0.950,0.854,2.319,1.648
-0.205,0.060,0.950,1.160,2.380,0.854
-0.209,0.066,0.949,1.282,1.770,0.061
-0.207,0.067,0.948,0.854,2.441,0.488
-0.205,0.065,0.951,0.793,1.953,0.549
-0.205,0.066,0.953,1.038,2.136,0.244
-0.208,0.067,0.950,1.709,1.892,0.122
-0.211,0.061,0.947,1.282,2.075,0.793
-0.208,0.063,0.950,0.488,1.282,0.793
-0.206,0.067,0.949,0.488,0.977,1.038
-0.204,0.064,0.948,0.488,1.953,1.526
-0.208,0.067,0.950,0.488,1.709,0.732
-0.210,0.070,0.950,0.732,2.197,0.854
-0.204,0.068,0.948,0.854,1.953,1.587
-0.204,0.066,0.950,0.671,2.014,0.610
-0.209,0.066,0.951,1.160,1.526,0.366
-0.210,0.069,0.946,1.526,2.258,0.916
-0.207,0.069,0.949,1.099,1.221,1.648
-0.207,0.068,0.949,0.977,2.380,0.854
-0.204,0.067,0.950,1.465,2.258,1.160
-0.206,0.065,0.949,1.465,1.953,1.099
-0.207,0.065,0.950,1.465,2.075,0.793
-0.203,0.063,0.950,1.282,2.075,0.610
-0.202,0.066,0.953,1.099,1.709,0.732
-0.203,0.064,0.951,2.258,1.770,0.183
-0.207,0.067,0.949,1.953,1.953,-0.366
-0.213,0.065,0.944,1.587,1.770,-0.061
-0.213,0.064,0.949,0.122,1.526,1.343
-0.206,0.071,0.957,0.549,1.587,1.587
-0.201,0.062,0.950,2.441,1.831,1.526
-0.200,0.056,0.948,1.831,2.380,0.854
-0.206,0.061,0.945,0.183,0.854,0.305
-0.208,0.073,0.951,0.122,1.282,0.671
-0.211,0.074,0.954,1.099,1.892,1.099
-0.211,0.068,0.949,2.075,2.258,1.709
-0.204,0.058,0.945,1.648,2.319,2.502
-0.205,0.062,0.950,0.000,1.526,1.404
-0.210,0.069,0.951,0.061,1.343,0.732
-0.206,0.073,0.951,0.732,1.465,1.160
-0.204,0.067,0.950,1.221,2.197,2.014
-0.204,0.059,0.951,1.099,1.709,1.587
-0.206,0.064,0.951,0.732,0.977,0.732
-0.209,0.073,0.950,0.793,1.770,1.160
-0.206,0.072,0.951,1.160,1.526,1.831
-0.205,0.065,0.953,1.953,1.831,2.014
-0.203,0.055,0.946,1.648,1.526,1.343
-0.208,0.055,0.946,1.038,1.648,0.305
-0.217,0.093,0.949,0.549,1.038,0.183
-0.218,0.072,0.946,0.977,1.953,0.671
-0.210,0.071,0.947,0.793,2.380,1.465
-0.202,0.065,0.955,0.488,2.686,2.014
-0.198,0.064,0.955,1.282,2.563,1.282
-0.202,0.061,0.946,1.221,2.136,0.977
-0.208,0.068,0.950,0.793,2.441,0.854
-0.211,0.074,0.952,0.671,1.709,1.587
-0.207,0.072,0.950,1.343,2.014,2.380
-0.204,0.062,0.950,1.648,2.319,2.075
-0.202,0.057,0.949,1.587,2.014,1.404
-0.205,0.060,0.947,1.160,1.892,0.366
-0.206,0.064,0.952,0.671,1.526,0.854
-0.208,0.066,0.947,0.977,1.709,0.854
-0.203,0.062,0.952,0.610,1.892,1.099
-0.204,0.061,0.954,0.854,1.221,0.549
-0.207,0.067,0.950,1.099,0.977,0.366
-0.210,0.074,0.948,1.587,1.770,0.488
-0.209,0.073,0.946,1.831,1.343,1.221
-0.208,0.065,0.949,2.258,2.197,1.526
-0.205,0.055,0.953,1.892,2.197,1.465
-0.205,0.055,0.953,1.892,1.465,0.549
-0.204,0.065,0.950,1.160,1.282,0.671
-0.208,0.066,0.946,1.892,1.709,0.610
-0.213,0.058,0.945,1.221,2.197,0.854
-0.216,0.054,0.943,1.099,1.587,0.854
-0.219,0.059,0.944,0.610,2.075,1.099
-0.214,0.065,0.946,-0.122,1.343,1.953
-0.205,0.066,0.950,0.122,2.136,2.258
-0.201,0.066,0.953,0.366,2.563,2.075
-0.201,0.063,0.957,0.305,2.563,1.343
-0.209,0.072,0.950,1.099,2.563,0.977
-0.210,0.070,0.947,0.854,2.686,2.136
-0.203,0.067,0.949,0.061,2.441,3.052
-0.197,0.063,0.955,0.061,1.770,2.869
-0.203,0.063,0.950,1.343,1.770,1.526
-0.208,0.067,0.950,1.343,1.526,1.160
-0.208,0.068,0.950,1.038,1.038,1.648
-0.208,0.065,0.948,0.854,1.160,1.282
-0.206,0.065,0.954,1.526,1.404,0.977
-0.202,0.065,0.951,2.197,1.526,1.160
-0.201,0.063,0.951,2.136,1.648,0.854
-0.207,0.062,0.948,2.686,1.892,0.122
-0.216,0.055,0.945,1.770,2.136,0.000
-0.220,0.055,0.944,0.916,1.160,0.183
-0.220,0.062,0.944,0.366,1.831,0.122
-0.210,0.063,0.950,0.122,1.587,1.099
-0.201,0.063,0.952,0.000,1.892,0.854
-0.203,0.067,0.954,0.916,2.441,0.122
-0.208,0.073,0.950,0.488,1.404,0.549
-0.210,0.071,0.950,1.343,1.953,2.197
-0.208,0.066,0.950,1.282,1.587,2.441

-0.208,0.061,0.947,1.221,2.319,2.380
-0.206,0.055,0.949,0.305,2.136,2.136
-0.209,0.060,0.951,0.122,1.770,1.526
-0.209,0.066,0.947,0.000,2.197,1.465
-0.206,0.066,0.951,0.305,1.892,1.587
-0.210,0.072,0.951,1.160,1.587,1.099
-0.209,0.062,0.946,1.648,2.502,1.221
-0.208,0.059,0.946,0.427,1.953,1.343
-0.208,0.060,0.951,0.488,1.953,1.526
-0.206,0.064,0.954,1.099,1.587,0.977
-0.205,0.072,0.949,1.465,0.854,0.732
-0.208,0.072,0.950,1.282,2.319,0.916
-0.207,0.068,0.952,1.709,1.648,1.404
-0.205,0.062,0.950,2.014,2.014,0.916
-0.203,0.059,0.950,1.709,2.075,1.038
-0.204,0.063,0.953,1.465,2.136,0.610
-0.204,0.067,0.952,1.526,0.793,0.244
-0.210,0.066,0.947,1.892,1.831,0.061
-0.215,0.063,0.948,2.014,2.563,0.427
-0.215,0.053,0.945,2.380,1.404,1.099
-0.212,0.046,0.943,1.404,2.625,0.854
-0.211,0.053,0.950,0.122,1.221,0.366
-0.209,0.065,0.948,-0.610,-0.061,0.183
-0.208,0.075,0.952,0.183,1.770,0.366
-0.208,0.074,0.953,1.160,2.014,0.854
-0.208,0.069,0.951,1.526,2.502,2.258
-0.206,0.059,0.950,1.099,2.441,2.686
-0.207,0.062,0.950,0.854,1.831,1.953
-0.209,0.066,0.950,0.549,1.953,1.404
-0.210,0.063,0.950,0.977,1.709,1.953
-0.213,0.057,0.949,1.648,2.686,1.892
-0.209,0.054,0.949,1.099,1.831,1.404
-0.209,0.061,0.949,0.427,2.258,1.221
-0.207,0.066,0.952,0.122,1.160,1.526
