aX,aY,aZ,gX,gY,gZ
-0.380,-0.927,-0.006,-4.639,2.136,-0.427
-0.377,-0.929,-0.011,-5.249,-0.488,1.099
-0.392,-0.930,-0.009,-4.761,-0.488,1.770
-0.426,-0.935,0.001,-7.385,-0.305,1.831
-0.365,-0.955,0.009,-9.888,0.977,3.174
-0.324,-0.956,0.002,-8.911,2.258,1.892
-0.323,-0.939,0.015,-10.132,4.028,2.197
-0.357,-0.921,0.032,-10.864,3.967,4.639
-0.421,-0.946,0.050,-3.418,2.869,2.075
-0.420,-0.940,0.058,-5.371,0.671,1.221
-0.422,-0.934,0.045,-11.414,0.244,-0.183
-0.417,-0.966,0.065,-7.202,1.099,-0.610
-0.354,-0.941,0.043,-2.502,-0.916,-3.235
-0.338,-0.921,0.035,-2.075,0.671,-4.395
-0.333,-0.914,0.031,-7.568,2.441,-2.441
-0.375,-0.922,0.054,-7.446,4.761,-0.549
-0.426,-0.923,0.075,-4.333,2.014,2.014
-0.394,-0.932,0.074,-0.916,-1.343,5.005
-0.394,-0.962,0.076,0.061,-0.977,3.662
-0.341,-0.934,0.051,-7.568,1.770,2.502
-0.347,-0.926,0.079,-11.169,6.042,2.136
-0.339,-0.946,0.109,-5.737,1.465,1.282
-0.409,-0.934,0.104,-6.775,-2.136,1.099
-0.433,-0.953,0.082,-4.211,-3.235,-0.732
-0.433,-0.916,0.080,-4.822,-0.427,-3.235
-0.365,-0.894,0.090,-3.845,0.488,-12.207
-0.328,-0.904,0.090,-1.221,-0.305,-17.334
-0.346,-0.927,0.086,-5.127,-0.549,-10.498
-0.410,-0.937,0.081,-7.080,2.197,-2.014
-0.466,-0.944,0.096,-4.456,2.258,1.343
-0.453,-0.928,0.113,-0.183,3.540,3.235
-0.432,-0.941,0.119,1.709,2.625,4.150
-0.371,-0.941,0.105,1.282,1.465,3.479
-0.361,-0.923,0.103,0.427,1.160,1.282
-0.349,-0.908,0.083,1.282,0.977,1.343
-0.424,-0.906,0.093,2.319,1.709,0.549
-0.427,-0.907,0.103,-0.183,4.089,0.366
-0.414,-0.921,0.120,0.916,4.456,1.465
-0.408,-0.916,0.102,3.174,2.747,1.404
-0.411,-0.914,0.097,4.395,5.493,2.991
-0.389,-0.903,0.097,3.174,6.104,4.395
-0.394,-0.928,0.112,4.028,5.859,4.761
-0.409,-0.953,0.141,4.944,2.563,5.615
-0.409,-0.933,0.116,4.211,1.038,0.793
-0.392,-0.921,0.103,2.930,0.732,0.366
-0.354,-0.939,0.110,2.502,0.122,0.610
-0.358,-0.930,0.103,1.953,-0.671,0.610
-0.354,-0.950,0.094,2.380,0.916,-1.099
-0.407,-0.937,0.095,1.648,1.709,1.038
-0.401,-0.933,0.096,1.343,1.709,1.709
-0.402,-0.923,0.089,1.160,1.282,1.526
-0.397,-0.931,0.098,1.343,1.404,0.061
-0.385,-0.960,0.101,0.671,1.465,-0.305
-0.404,-0.940,0.086,0.305,0.977,-0.793
-0.448,-0.875,0.065,2.808,0.793,-0.488
-0.418,-0.890,0.082,3.418,2.319,-1.404
-0.401,-0.909,0.088,1.770,2.808,-2.258
-0.402,-0.931,0.091,0.671,2.869,-0.549
-0.403,-0.930,0.090,0.793,3.601,1.099
-0.416,-0.930,0.086,1.404,1.831,1.831
-0.433,-0.915,0.073,0.000,3.052,0.793
-0.436,-0.882,0.089,0.427,4.089,0.488
-0.393,-0.927,0.118,0.610,3.845,0.610
-0.406,-0.913,0.093,-1.526,1.465,-0.122
-0.405,-0.924,0.091,-2.930,1.831,-1.648
-0.398,-0.925,0.102,0.183,2.869,-0.305
-0.409,-0.920,0.106,4.211,2.441,0.366
-0.430,-0.893,0.100,1.770,1.221,1.221
-0.442,-0.896,0.089,0.977,0.061,-0.488

-0.379,-0.950,0.094,0.732,0.793,-2.625
-0.366,-0.972,0.104,2.319,4.150,-2.441
-0.375,-0.963,0.115,1.770,3.296,-1.587
-0.436,-0.896,0.087,0.977,1.282,-1.221
-0.468,-0.876,0.080,0.854,-0.183,-1.709
-0.414,-0.923,0.109,4.028,0.122,-4.333
-0.415,-0.897,0.112,4.517,1.038,-6.165
-0.375,-0.941,0.096,5.493,-0.244,-7.690
-0.379,-0.933,0.085,4.517,0.183,-7.507
-0.404,-0.911,0.076,5.798,1.587,-4.272
-0.490,-0.869,0.067,5.859,0.977,-1.953
-0.490,-0.888,0.064,1.587,2.563,-0.427
-0.470,-0.868,0.070,0.244,3.235,1.709
-0.420,-0.923,0.089,3.845,4.150,3.052
-0.430,-0.935,0.116,4.333,4.211,3.357
-0.404,-0.957,0.110,0.488,1.099,1.587
-0.453,-0.916,0.058,0.122,-0.183,0.671
-0.478,-0.866,0.047,0.305,3.052,0.366
-0.466,-0.863,0.063,1.221,3.113,1.221
-0.448,-0.892,0.090,1.892,2.563,1.587
-0.402,-0.950,0.108,1.343,1.343,1.282
-0.422,-0.936,0.081,2.747,0.427,0.916
-0.405,-0.928,0.074,3.845,2.319,1.404
-0.485,-0.883,0.057,1.831,3.662,1.648
-0.469,-0.865,0.076,-0.305,4.456,0.854
-0.412,-0.911,0.096,0.000,2.441,1.953
-0.398,-0.951,0.092,2.625,2.441,3.174
-0.393,-0.951,0.100,0.549,2.563,2.380
-0.443,-0.909,0.080,0.854,1.038,2.136
-0.465,-0.857,0.056,-0.977,0.366,1.770
-0.438,-0.910,0.077,-0.366,0.122,2.075
-0.458,-0.912,0.079,-1.099,0.488,0.732
-0.401,-0.960,0.100,-1.221,0.366,-0.488
-0.415,-0.940,0.077,0.000,0.977,-0.305
-0.433,-0.899,0.078,1.099,2.197,-0.610
-0.426,-0.892,0.078,0.488,1.709,-0.061
-0.435,-0.903,0.078,-0.183,2.136,0.549
-0.442,-0.899,0.072,-0.061,2.869,0.854
-0.438,-0.903,0.076,0.916,3.845,2.136
-0.437,-0.914,0.091,0.793,4.456,2.686
-0.434,-0.914,0.102,1.526,4.028,1.709
-0.440,-0.876,0.076,1.038,2.258,1.038
-0.434,-0.907,0.082,0.854,2.991,1.587
-0.440,-0.908,0.081,0.854,2.380,1.770
-0.440,-0.917,0.088,1.221,4.089,1.892
-0.431,-0.911,0.098,0.244,4.089,0.793
-0.432,-0.904,0.094,0.183,2.808,0.427
-0.436,-0.902,0.091,0.183,1.831,0.549
-0.434,-0.914,0.100,0.305,1.282,1.587
-0.440,-0.906,0.089,1.099,0.061,1.221
-0.441,-0.911,0.081,1.038,0.488,1.404
-0.443,-0.918,0.077,0.183,2.014,0.977
-0.431,-0.913,0.085,1.770,2.747,3.540
-0.416,-0.900,0.090,4.578,2.319,4.456
-0.424,-0.902,0.086,3.784,0.549,3.113
-0.431,-0.918,0.080,-0.671,1.648,0.854
-0.426,-0.904,0.066,-0.366,3.113,0.427
-0.427,-0.898,0.074,3.601,3.906,3.479
-0.436,-0.921,0.078,2.258,4.761,2.563
-0.437,-0.930,0.087,-1.282,6.042,0.488
-0.431,-0.943,0.102,-0.854,6.348,1.892
-0.425,-0.923,0.104,1.465,3.601,4.333
-0.424,-0.908,0.107,1.221,1.465,5.249
-0.425,-0.916,0.111,-0.488,-0.549,2.258
-0.427,-0.902,0.082,-0.305,-1.526,-0.610
-0.421,-0.901,0.082,2.136,-0.427,-0.122
-0.418,-0.898,0.089,1.526,0.671,1.038
-0.426,-0.910,0.081,0.916,0.610,1.099
-0.433,-0.919,0.083,1.099,1.770,0.610
-0.422,-0.915,0.093,0.427,2.808,1.038
-0.433,-0.917,0.087,3.235,0.366,1.587
-0.431,-0.930,0.091,0.671,1.709,0.854
-0.381,-0.959,0.103,0.122,3.296,0.183
-0.424,-0.911,0.088,3.540,2.136,0.916
-0.429,-0.904,0.079,3.235,1.953,0.427
-0.416,-0.899,0.090,2.136,2.502,1.221
-0.420,-0.908,0.080,3.967,1.343,2.075
-0.431,-0.927,0.092,3.052,2.502,1.160
-0.396,-0.950,0.108,1.526,1.465,0.061
-0.401,-0.957,0.087,2.625,0.366,-0.183
-0.466,-0.893,0.043,3.601,1.709,-0.793
-0.427,-0.897,0.080,2.258,3.662,-0.061
-0.419,-0.899,0.084,2.197,1.587,0.366
-0.428,-0.906,0.076,1.892,0.366,1.099
-0.437,-0.911,0.069,0.000,1.343,0.977
-0.435,-0.899,0.078,-0.732,3.601,1.404
-0.405,-0.909,0.147,1.404,2.319,2.502
-0.488,-0.882,0.101,1.221,-6.165,1.709
-0.444,-0.919,0.061,1.221,-3.540,-4.700
-0.442,-0.912,0.015,1.221,2.991,-9.705
-0.415,-0.901,0.071,2.197,6.470,1.831
-0.437,-0.917,0.085,4.517,2.014,2.930
-0.448,-0.936,0.077,5.432,2.197,3.784
-0.535,-0.831,0.083,7.141,3.601,2.502
-0.497,-0.914,0.110,5.676,1.282,0.488
-0.506,-0.888,0.094,2.991,0.305,-0.183
-0.386,-0.946,0.069,1.343,0.305,-2.136
-0.429,-0.908,0.042,0.610,0.549,-1.587
-0.477,-0.862,0.039,1.099,1.770,1.282
-0.481,-0.879,0.059,2.625,2.686,1.953

-0.465,-0.893,0.083,2.991,2.991,0.916
-0.414,-0.957,0.092,3.540,0.732,-0.549
-0.401,-0.924,0.065,0.977,0.793,-0.610
-0.398,-0.934,0.055,2.930,1.221,0.549
-0.448,-0.886,0.050,4.517,2.380,1.587
-0.473,-0.917,0.066,5.371,2.319,2.930
-0.515,-0.891,0.046,5.249,0.488,1.892
-0.395,-0.918,0.053,5.127,0.427,1.526
-0.431,-0.902,0.057,4.761,1.709,1.953
-0.398,-0.947,0.076,5.005,0.793,1.404
-0.436,-0.938,0.040,3.906,-0.610,0.671
-0.480,-0.870,0.008,1.892,-0.549,0.183
-0.468,-0.879,0.035,0.305,3.540,1.343
-0.468,-0.875,0.052,-0.977,2.686,5.676
-0.395,-0.927,0.061,-0.122,0.854,6.531
-0.401,-0.919,0.053,-1.465,1.587,7.202
-0.364,-0.942,0.057,0.244,2.625,5.127
-0.439,-0.917,0.025,2.441,3.296,5.127
-0.480,-0.897,0.019,4.456,3.845,4.883
-0.493,-0.901,0.022,4.639,3.723,7.812
-0.424,-0.922,0.059,2.502,4.028,6.287
-0.367,-0.968,0.069,2.991,3.296,1.343
-0.401,-0.937,0.051,-0.183,4.028,-0.854
-0.456,-0.875,0.045,-3.540,3.906,-1.587
-0.452,-0.872,0.034,-1.282,1.953,-0.061
-0.465,-0.870,0.042,1.831,1.648,1.160
-0.393,-0.925,0.083,1.038,3.784,0.977
-0.361,-0.946,0.078,0.427,0.793,1.160
-0.407,-0.930,0.049,3.784,-0.122,1.465
-0.430,-0.927,0.047,3.540,2.197,0.793
-0.421,-0.928,0.051,2.136,2.502,0.854
-0.426,-0.935,0.042,2.380,1.465,1.648
-0.406,-0.924,0.089,2.380,0.366,0.366
-0.422,-0.941,0.054,5.127,-3.723,-1.770
-0.443,-0.917,-0.022,-0.183,0.671,-2.075
-0.396,-0.889,0.020,-1.038,7.996,-1.343
-0.403,-0.907,0.068,1.343,3.845,0.305
-0.427,-0.912,0.061,0.854,1.648,1.526
-0.449,-0.924,0.048,1.099,1.648,-0.549
-0.435,-0.915,0.058,0.916,3.113,-0.366
-0.431,-0.919,0.055,2.441,2.136,-1.404
-0.432,-0.912,0.038,2.747,2.014,-2.136
-0.427,-0.911,0.034,3.357,2.747,-0.183
-0.434,-0.916,0.041,2.136,3.357,1.465
-0.424,-0.923,0.051,0.916,3.479,1.404
-0.432,-0.926,0.039,2.258,2.380,1.099
-0.425,-0.924,0.043,3.174,3.174,0.122
-0.428,-0.906,0.040,0.916,2.869,-0.488
-0.434,-0.916,0.033,2.197,0.916,0.732
-0.435,-0.926,0.045,3.113,2.319,0.366
-0.420,-0.907,0.048,2.380,2.991,0.366
-0.423,-0.914,0.035,2.808,1.648,0.793
-0.442,-0.919,0.028,2.075,2.563,-0.305
-0.437,-0.918,0.051,1.587,3.967,-1.099
-0.427,-0.913,0.047,0.854,2.625,-0.671
-0.440,-0.911,0.034,1.892,1.465,-0.549
-0.438,-0.907,0.029,2.319,2.808,-0.732
-0.385,-0.900,0.036,2.380,2.258,-0.610
-0.444,-0.896,0.044,1.160,1.343,0.671
-0.439,-0.898,0.034,1.709,1.282,0.732
-0.484,-0.899,0.036,2.563,2.258,0.732
-0.455,-0.910,0.032,3.113,2.869,1.465
-0.395,-0.916,0.030,2.991,3.723,2.075
-0.400,-0.922,0.044,2.625,2.747,2.136
-0.415,-0.901,0.096,1.099,0.916,2.014
-0.483,-0.901,0.067,0.244,-2.869,-0.427
-0.483,-0.882,-0.028,1.221,0.549,-0.793
-0.476,-0.906,0.029,1.343,4.089,3.357
-0.413,-0.925,0.054,1.404,2.869,3.906
-0.437,-0.931,0.046,1.343,0.793,2.625
-0.435,-0.930,0.039,0.000,1.892,0.977
-0.436,-0.918,0.032,0.977,0.793,0.732
-0.442,-0.918,0.029,2.075,-0.305,1.282
-0.438,-0.921,0.026,-0.488,0.854,-0.244
-0.429,-0.904,0.028,-0.793,1.404,-0.488
-0.432,-0.899,0.026,-1.221,1.831,0.671
-0.434,-0.913,0.036,-1.404,1.221,0.610
-0.490,-0.908,0.029,-3.662,-0.244,0.732
-0.452,-0.931,0.032,-4.211,1.404,0.671
-0.400,-0.919,0.034,-4.333,3.540,0.977
-0.432,-0.920,0.045,-2.380,2.563,0.122
-0.442,-0.909,0.049,-2.380,1.953,-0.732
-0.432,-0.918,0.073,-2.136,3.845,-0.305
-0.436,-0.907,0.068,-1.465,0.488,-0.488
-0.454,-0.888,0.047,-1.770,-1.160,0.061
-0.416,-0.867,0.055,-2.930,-1.526,0.366
-0.490,-0.899,0.066,-5.371,-2.075,-0.854
-0.455,-0.885,0.058,-5.493,-2.319,-0.854
-0.444,-0.899,0.055,1.160,-0.732,-1.038
-0.451,-0.919,0.063,-14.587,-0.305,0.732
-0.437,-0.903,0.043,-3.906,-2.014,1.953
-0.442,-0.911,0.047,-3.479,-0.122,2.869
-0.422,-0.891,0.049,-3.662,2.502,3.662
-0.414,-0.899,0.036,-2.136,0.122,2.075
-0.485,-0.897,0.056,-4.089,0.916,2.502
-0.444,-0.903,0.067,-6.104,2.380,4.395
-0.440,-0.928,0.080,-3.235,0.183,2.380
-0.445,-0.916,0.070,-1.160,-1.282,0.427
-0.431,-0.893,0.073,0.244,1.831,2.197
-0.375,-0.926,0.102,2.991,4.028,2.319

-0.437,-0.897,0.082,0.793,0.977,-1.648
-0.493,-0.879,0.080,-2.075,2.502,-4.578
-0.484,-0.899,0.070,0.122,1.343,2.502
-0.465,-0.917,0.078,2.563,2.502,3.662
-0.404,-0.873,0.050,-0.732,1.770,2.991
-0.402,-0.906,0.062,15.198,3.418,3.662
-0.410,-0.939,0.088,4.517,4.089,3.601
-0.466,-0.914,0.089,4.333,2.441,1.648
-0.484,-0.915,0.076,3.967,1.709,0.427
-0.352,-0.952,0.043,3.723,2.197,0.061
-0.359,-0.948,0.054,2.686,2.075,0.061
-0.467,-0.819,0.060,2.136,2.380,0.366
-0.520,-0.841,0.104,1.709,1.770,0.610
-0.444,-0.973,0.099,1.709,0.671,1.160
-0.421,-0.966,0.102,1.343,2.014,1.709
-0.357,-0.982,0.059,0.732,2.075,1.526
-0.392,-0.886,0.038,1.343,1.587,1.648
-0.371,-0.919,0.042,2.441,2.258,1.160
-0.483,-0.810,0.056,1.648,2.136,0.549
-0.520,-0.884,0.087,2.136,-0.122,0.427
-0.426,-1.007,0.069,1.465,1.343,0.916
-0.430,-0.999,0.091,1.770,3.296,0.366
-0.353,-0.964,0.048,2.136,3.296,0.427
-0.433,-0.826,0.030,2.014,2.930,1.892
-0.412,-0.846,0.033,1.282,2.991,2.930
-0.512,-0.820,0.079,0.793,3.967,3.174
-0.478,-0.946,0.104,1.282,4.333,2.808
-0.376,-0.923,0.084,1.099,2.625,2.563
-0.386,-1.021,0.078,2.441,4.272,2.502
-0.361,-0.927,0.066,2.930,4.578,0.916
-0.470,-0.802,0.070,2.014,2.014,0.732
-0.507,-0.862,0.085,0.793,2.319,0.977
-0.511,-0.863,0.084,6.409,2.502,0.793
-0.436,-0.999,0.089,8.850,2.258,0.732
-0.362,-0.988,0.039,6.653,0.854,0.610
-0.465,-0.869,0.041,3.906,1.587,0.671
-0.450,-0.875,0.041,4.761,1.099,0.305
-0.461,-0.868,0.053,3.723,2.075,-0.427
-0.408,-0.939,0.078,2.625,5.310,-0.916
-0.437,-0.933,0.063,2.563,2.502,-1.648
-0.427,-0.958,0.047,3.052,0.793,-1.038
-0.457,-0.914,0.036,6.531,1.953,0.244
-0.465,-0.874,0.051,10.620,1.770,0.427
-0.433,-0.901,0.066,7.690,-0.244,-0.610
-0.414,-0.865,0.077,2.197,-0.366,-0.183
-0.462,-0.930,0.039,2.258,-4.517,0.793
-0.451,-0.942,-0.034,1.709,1.282,-0.916
-0.402,-0.940,0.060,2.441,10.864,1.892
-0.484,-0.898,0.041,1.709,2.258,2.380
-0.505,-0.880,0.001,4.211,-2.380,1.282
-0.424,-0.930,0.029,5.127,3.174,1.465
-0.404,-0.934,0.073,6.592,4.944,0.977
-0.391,-0.946,0.037,5.615,3.174,0.488
-0.454,-0.899,0.007,8.118,3.967,2.319
-0.504,-0.863,0.016,5.005,3.662,3.906
-0.442,-0.898,0.046,0.916,1.953,2.563
-0.445,-0.906,0.036,0.671,0.793,0.977
-0.410,-0.952,0.031,1.831,1.770,-0.061
-0.406,-0.995,0.017,3.784,2.808,-0.122
-0.419,-0.886,0.004,3.113,2.197,-0.610
-0.480,-0.823,0.028,0.610,1.526,-1.099
-0.476,-0.813,0.009,-1.038,1.953,-1.526
-0.465,-0.897,0.040,1.526,1.282,-0.122
-0.419,-0.970,0.033,1.953,1.709,0.854
-0.458,-0.918,0.024,0.366,2.502,-0.305
-0.447,-0.921,0.019,2.075,1.709,-0.916
-0.484,-0.851,0.007,2.686,0.427,0.061
-0.444,-0.885,0.025,2.441,0.488,0.916
-0.442,-0.911,0.015,1.587,0.183,0.977
-0.480,-0.920,0.014,1.587,1.526,0.549
-0.413,-0.921,0.009,1.892,4.333,1.343
-0.411,-0.929,0.024,2.808,4.395,1.953
-0.403,-0.909,0.017,4.517,2.991,3.723
-0.472,-0.899,0.022,1.648,1.343,4.089
-0.451,-0.914,0.017,0.854,1.953,1.465
-0.439,-0.916,0.023,2.563,2.014,1.038
-0.443,-0.897,0.018,1.892,2.136,2.258
-0.440,-0.902,0.025,0.305,2.991,1.282
-0.439,-0.902,0.023,-0.488,1.892,0.977
-0.447,-0.896,0.010,0.793,1.770,2.319
-0.480,-0.906,0.029,1.526,2.563,3.235
-0.495,-0.926,0.033,1.648,1.892,3.601
-0.411,-0.919,0.014,0.793,1.587,3.601
-0.387,-0.916,0.011,2.380,1.892,2.869
-0.359,-0.930,0.030,1.343,2.197,3.113
-0.402,-0.965,0.028,0.977,1.160,2.258
-0.453,-0.922,0.003,0.122,1.770,1.465
-0.442,-0.917,0.007,1.587,1.892,0.244
-0.453,-0.825,0.093,1.526,1.099,-0.305
-0.475,-0.907,0.036,-0.793,-5.859,-3.906
-0.463,-0.879,-0.038,-2.625,3.540,-4.700
-0.360,-0.928,0.047,2.258,5.554,-0.488
-0.419,-0.936,0.025,5.066,-0.122,2.808
-0.499,-0.875,-0.015,3.906,0.793,0.610
-0.480,-0.876,0.001,1.465,5.066,0.793
-0.467,-0.882,0.024,3.662,3.479,2.991
-0.414,-0.938,0.027,6.653,2.258,2.747
-0.407,-0.954,0.015,3.967,3.540,2.747
-0.458,-0.942,0.029,2.563,4.089,1.221
-0.457,-0.911,-0.009,3.235,1.892,1.709

-0.486,-0.867,-0.011,3.662,2.625,1.404
-0.436,-0.911,0.031,0.916,4.150,1.160
-0.481,-0.910,0.040,-1.953,1.160,0.916
-0.363,-0.953,0.026,-0.732,-0.977,2.258
-0.426,-0.936,0.003,1.221,-0.610,1.587
-0.501,-0.857,-0.008,-0.732,1.648,0.671
-0.475,-0.847,0.004,-1.221,1.099,4.211
-0.492,-0.848,0.001,-1.770,-0.244,3.601
-0.396,-0.923,0.010,-1.465,0.427,4.639
-0.380,-0.930,0.006,-0.916,2.014,4.089
-0.384,-0.949,0.025,-1.221,3.235,3.418
-0.435,-0.933,0.035,-0.122,1.831,4.150
-0.498,-0.937,0.031,-0.366,0.549,2.014
-0.477,-0.921,0.033,-2.197,0.366,-1.526
-0.453,-0.915,0.032,-5.310,-0.549,-2.197
-0.394,-0.910,0.011,-5.371,-1.221,-1.709
-0.504,-0.803,0.010,-6.470,0.732,-0.793
-0.499,-0.794,0.021,-9.277,2.319,0.000
-0.462,-0.876,0.054,-13.733,2.625,0.610
-0.480,-0.919,0.054,-6.287,2.808,2.136
-0.442,-0.941,0.042,-1.770,2.502,1.953
-0.442,-0.914,0.048,-1.953,3.357,1.831
-0.373,-0.898,0.050,-4.272,2.563,0.916
-0.413,-0.937,0.059,1.038,2.075,2.747
-0.475,-0.846,0.041,0.000,1.526,2.625
-0.523,-0.865,0.073,-5.066,1.648,1.587
-0.404,-0.995,0.093,-3.662,2.014,1.770
-0.472,-0.917,0.071,-1.404,0.427,2.136
-0.404,-0.914,0.059,0.732,0.977,3.601
-0.378,-0.919,0.062,4.150,2.014,3.357
-0.389,-0.918,0.059,2.502,0.916,2.075
-0.445,-0.909,0.051,1.221,1.038,2.014
-0.455,-0.941,0.049,3.113,2.319,2.014
-0.447,-0.966,0.058,4.089,2.441,0.916
-0.452,-0.871,0.007,-1.343,1.160,0.793
-0.370,-0.905,0.033,-1.831,2.258,0.977
-0.409,-0.944,0.086,4.028,3.601,2.930
-0.406,-0.905,0.061,2.441,1.099,-2.502
-0.431,-0.907,0.049,2.441,1.587,-5.310
-0.430,-0.907,0.041,4.272,1.831,-3.052
-0.429,-0.906,0.048,4.761,2.869,0.000
-0.432,-0.912,0.055,3.540,3.540,1.343
-0.468,-0.909,0.052,1.160,2.808,1.587
-0.441,-0.915,0.051,-0.122,2.686,0.732
-0.441,-0.913,0.055,-1.404,3.601,-0.366
-0.443,-0.914,0.052,-1.099,3.296,-0.854
-0.444,-0.915,0.051,-1.526,3.357,-0.366
-0.443,-0.913,0.056,-0.793,2.380,0.244
-0.444,-0.908,0.060,-0.183,2.441,-0.732
-0.433,-0.901,0.070,0.427,3.174,-1.221
-0.444,-0.910,0.068,2.930,0.488,-0.061
-0.449,-0.902,0.091,2.136,0.793,0.549
-0.450,-0.913,0.066,1.343,1.282,0.732
-0.447,-0.922,0.066,1.099,1.709,0.244
-0.454,-0.914,0.064,1.587,2.319,0.305
-0.445,-0.900,0.053,1.343,0.305,3.113
-0.443,-0.876,0.038,-0.183,-0.305,3.479
-0.441,-0.910,0.052,0.000,2.136,2.808
-0.440,-0.930,0.071,-0.732,2.808,2.991
-0.436,-0.897,0.050,-0.916,0.244,5.554
-0.427,-0.899,0.055,1.648,1.770,4.517
-0.433,-0.908,0.055,0.488,1.892,2.869
-0.433,-0.934,0.070,2.075,2.197,2.380
-0.440,-0.926,0.063,1.526,1.099,1.587
-0.444,-0.909,0.046,1.831,0.183,0.549
-0.437,-0.912,0.050,0.366,1.343,0.183
-0.437,-0.914,0.065,1.343,1.953,0.305
-0.443,-0.913,0.064,1.770,1.221,0.488
-0.437,-0.901,0.055,1.770,1.648,0.305
-0.438,-0.900,0.062,3.418,2.563,0.488
-0.449,-0.885,0.031,4.028,0.610,0.305
-0.439,-0.918,0.045,2.502,2.808,-0.244
-0.430,-0.925,0.079,4.578,2.686,-0.061
-0.443,-0.908,0.077,5.127,0.549,-0.061
-0.440,-0.898,0.049,0.305,0.793,-2.625
-0.432,-0.889,0.041,-1.282,0.549,-1.587
-0.444,-0.909,0.046,0.427,0.732,2.563
-0.443,-0.915,0.057,0.610,1.709,3.052
-0.442,-0.913,0.052,-1.770,1.587,2.441
-0.450,-0.921,0.042,-2.625,0.793,2.258
-0.443,-0.921,0.046,-1.648,0.977,1.526
-0.434,-0.918,0.054,-0.793,2.502,1.648
-0.444,-0.928,0.062,-2.747,2.075,1.953
-0.437,-0.919,0.061,-5.554,1.587,3.174
-0.436,-0.851,0.012,-7.996,-1.709,3.723
-0.418,-0.893,0.051,-2.075,1.648,7.263
-0.465,-0.954,0.116,4.028,3.174,6.226
-0.451,-0.946,0.111,2.502,1.099,-1.587
-0.430,-0.882,0.043,1.343,-0.854,-7.202
-0.423,-0.888,0.050,4.944,0.793,-5.005
-0.470,-0.853,0.060,4.333,2.136,-4.822
-0.389,-0.910,0.079,2.930,2.075,-4.150
-0.423,-0.961,0.063,2.502,1.343,2.625
-0.409,-0.957,0.066,1.892,2.869,2.869
-0.461,-0.910,0.052,3.967,3.479,2.808
-0.483,-0.890,0.055,4.333,3.052,2.014
-0.440,-0.932,0.071,3.296,0.000,-0.671
-0.442,-0.899,0.055,-1.404,0.244,-1.404
-0.402,-0.943,0.062,-2.930,0.488,-2.380
-0.429,-0.904,0.037,-3.845,0.732,-2.380

-0.431,-0.923,0.038,-1.648,1.221,0.244
-0.494,-0.872,0.035,-0.854,2.747,2.014
-0.492,-0.880,0.066,0.183,3.296,3.052
-0.490,-0.871,0.076,0.916,2.747,3.174
-0.423,-0.929,0.096,2.991,2.319,1.587
-0.408,-0.947,0.075,3.174,2.563,0.122
-0.461,-0.895,0.038,2.747,3.357,-0.305
-0.416,-0.955,0.119,12.695,-9.277,-0.427
-0.551,-0.921,0.009,6.104,-9.888,1.160
-0.480,-0.908,-0.052,-0.671,2.808,-0.183
-0.402,-0.849,0.074,-0.793,12.329,4.272
-0.381,-0.957,0.114,0.977,1.526,4.395
-0.433,-0.944,0.049,0.854,0.366,3.296
-0.479,-0.967,0.052,1.038,5.066,-0.305
-0.463,-0.859,0.046,-0.183,2.991,0.183
-0.552,-0.844,0.062,1.953,1.099,0.793
-0.456,-0.929,0.058,3.906,2.563,0.671
-0.437,-0.909,0.073,2.930,4.761,0.977
-0.402,-0.949,0.072,2.258,2.502,0.854
-0.441,-0.906,0.041,1.282,2.075,1.465
-0.439,-0.925,0.045,1.343,2.930,1.526
-0.500,-0.871,0.039,2.075,2.930,1.526
-0.472,-0.896,0.068,0.977,2.686,1.465
-0.413,-0.954,0.085,1.160,0.610,0.793
-0.412,-0.937,0.071,0.916,-0.122,-0.305
-0.405,-0.927,0.058,0.549,0.366,-0.793
-0.466,-0.908,0.034,1.282,0.366,-0.549
-0.451,-0.850,0.039,1.343,2.014,1.282
-0.457,-0.855,0.040,2.625,2.319,1.892
-0.440,-0.909,0.065,1.953,1.221,2.563
-0.408,-0.950,0.061,2.258,0.427,2.319
-0.448,-0.923,0.033,3.296,1.831,2.502
-0.436,-0.933,0.047,2.686,2.869,1.770
-0.491,-0.873,0.039,1.709,3.052,1.770
-0.466,-0.891,0.061,1.648,3.235,1.953
-0.407,-0.943,0.070,2.441,1.709,1.526
-0.413,-0.934,0.061,0.549,0.732,0.122
-0.416,-0.941,0.041,0.671,0.977,0.610
-0.474,-0.883,0.021,2.258,2.319,1.648
-0.498,-0.885,0.017,-1.343,-1.038,-0.183
-0.503,-0.858,-0.013,-0.244,2.441,-0.122
-0.435,-0.902,0.054,1.648,6.653,1.892
-0.460,-0.909,0.077,0.183,3.906,1.160
-0.404,-0.953,0.072,0.183,2.319,0.549
-0.442,-0.936,0.047,1.404,2.441,0.122
-0.495,-0.877,0.039,1.404,2.319,-0.305
-0.488,-0.868,0.042,0.671,1.892,-0.488
-0.474,-0.861,0.050,0.916,1.099,-0.793
-0.445,-0.895,0.056,1.343,0.732,0.122
-0.451,-0.896,0.053,1.709,0.488,0.732
-0.449,-0.896,0.048,1.953,0.549,1.404
-0.446,-0.893,0.042,2.747,0.366,2.014
-0.450,-0.903,0.046,2.075,1.160,3.052
-0.397,-0.912,0.034,2.563,0.854,3.662
-0.443,-0.909,0.029,1.953,1.282,3.357
