aX,aY,aZ,gX,gY,gZ
-0.090,0.010,0.970,1.709,2.930,0.854
-0.088,0.011,0.979,2.258,3.113,1.465
-0.083,0.005,0.981,2.930,2.136,2.136
-0.074,-0.003,0.979,3.174,1.038,1.404
-0.089,-0.002,0.954,0.916,0.549,1.160
-0.089,-0.001,0.953,0.977,1.831,1.526
-0.083,-0.001,0.958,1.526,2.747,1.648
-0.079,-0.000,0.974,0.549,3.052,1.465
-0.078,-0.000,0.977,1.892,2.075,1.221
-0.076,-0.000,0.972,1.526,1.465,1.221
-0.084,0.001,0.969,1.038,1.404,0.916
-0.086,0.004,0.961,1.221,1.831,1.038
-0.083,0.004,0.965,0.854,2.441,1.465
-0.081,0.001,0.969,0.916,2.380,1.709
-0.080,-0.004,0.971,0.793,2.136,1.709
-0.078,-0.005,0.974,0.610,2.136,1.404
-0.080,-0.001,0.975,0.916,1.526,1.282
-0.082,-0.000,0.972,1.221,1.282,1.099
-0.083,0.002,0.967,1.221,1.282,1.160
-0.082,0.004,0.964,1.160,1.282,1.343
-0.082,0.000,0.966,1.038,1.587,1.282
-0.084,0.002,0.970,0.916,1.404,1.648
-0.086,0.002,0.962,1.465,1.221,1.709
-0.090,-0.000,0.958,1.038,1.648,1.526
-0.083,0.002,0.972,0.610,2.441,1.648
-0.079,0.000,0.970,1.160,2.258,1.831
-0.081,-0.000,0.969,0.732,2.197,1.587
-0.080,-0.002,0.971,1.099,2.197,1.526
-0.079,-0.001,0.977,0.977,1.953,1.465
-0.080,-0.001,0.970,1.831,1.221,1.282
-0.082,0.001,0.967,1.160,0.977,1.343
-0.085,0.001,0.969,1.160,1.221,1.404
-0.084,0.005,0.971,1.160,1.160,1.282
-0.079,-0.023,0.912,0.366,0.916,1.770
-0.086,0.006,0.973,-4.761,2.686,2.380
-0.076,-0.002,0.998,7.019,3.723,0.610
-0.088,-0.001,0.976,0.427,0.977,1.343
-0.097,0.005,0.970,1.038,0.488,2.136
-0.092,-0.004,0.958,2.625,2.258,1.953
-0.073,-0.004,0.974,0.549,1.953,2.136
-0.069,-0.009,0.974,1.343,1.282,1.282

-0.081,-0.004,0.966,0.732,0.732,0.061
-0.090,0.002,0.963,0.854,0.854,-0.244
-0.090,0.011,0.968,1.099,1.404,0.366
-0.084,0.004,0.963,0.916,1.526,1.221
-0.090,0.022,0.995,-3.296,2.686,1.404
-0.075,0.002,0.979,5.737,2.808,1.648
-0.083,0.005,0.975,-1.221,0.610,2.136
-0.091,-0.001,0.955,2.380,0.671,1.465
-0.117,-0.032,0.961,0.671,2.441,1.770
-0.110,-0.013,0.974,0.854,2.014,1.587
-0.081,-0.002,0.977,1.221,2.441,1.587
-0.076,-0.002,0.974,0.916,1.160,1.343
-0.083,-0.003,0.965,1.221,0.916,1.038
-0.086,0.002,0.964,0.610,1.404,1.221
-0.085,0.005,0.961,0.427,1.282,1.038
-0.090,0.001,0.959,0.366,2.197,1.038
-0.080,0.002,0.975,0.793,2.686,1.160
-0.077,0.003,0.977,0.549,2.075,1.221
-0.087,0.005,0.967,1.221,1.221,1.160
-0.091,0.006,0.958,1.038,1.465,1.770
-0.084,-0.001,0.969,0.854,2.197,1.831
-0.080,-0.004,0.972,0.854,1.831,1.648
-0.080,-0.002,0.967,1.343,1.465,1.282
-0.086,0.002,0.967,0.793,2.014,0.916
-0.087,0.003,0.967,1.038,1.892,1.282
-0.088,0.003,0.965,0.793,1.709,1.526
-0.084,0.002,0.966,0.977,1.831,1.526
-0.085,0.003,0.968,0.854,1.770,1.526
-0.088,0.002,0.966,0.610,1.465,1.587
-0.088,0.002,0.968,0.793,1.526,1.465
-0.085,0.003,0.970,0.793,1.526,1.587
-0.085,0.003,0.968,1.160,1.282,1.709
-0.085,0.002,0.961,1.282,1.282,1.343
-0.085,0.002,0.962,0.854,1.465,1.221
-0.080,0.003,0.960,1.160,1.465,1.160
-0.085,0.003,0.963,0.671,1.831,0.793
-0.084,0.010,0.965,0.916,1.953,0.916
-0.086,0.007,0.969,0.916,2.075,1.404
-0.086,0.006,0.970,0.793,1.953,1.648
-0.086,0.006,0.969,1.099,1.648,1.770
-0.085,0.001,0.966,1.099,1.892,1.953
-0.081,-0.000,0.973,0.732,1.831,1.709
-0.079,-0.004,0.968,1.404,1.465,1.038
-0.089,0.007,0.966,1.465,1.709,0.916
-0.091,0.011,0.961,1.221,1.282,1.282
-0.096,0.006,0.955,1.099,1.709,1.587
-0.087,0.001,0.968,0.732,3.052,2.075
-0.081,0.005,0.956,-1.465,2.991,1.770
-0.076,0.005,0.983,1.648,2.258,1.404
-0.088,-0.000,0.964,3.845,1.404,0.671
-0.092,0.007,0.964,0.244,1.526,1.587
-0.089,0.001,0.965,2.014,2.014,1.526
-0.060,0.026,0.965,1.099,2.258,1.831
-0.036,0.022,0.964,1.160,2.319,1.892
-0.092,-0.024,0.974,1.404,2.625,1.831
-0.129,-0.028,0.976,1.221,1.831,1.953
-0.079,0.019,0.969,1.099,1.831,1.648
-0.036,0.002,0.963,1.038,2.014,1.404
-0.044,0.041,0.956,0.732,2.502,1.465
-0.066,0.003,0.967,0.732,2.686,2.197
-0.125,-0.031,0.982,0.977,2.502,2.563
-0.109,-0.007,0.981,0.916,1.953,2.197
-0.117,-0.013,0.972,1.343,1.404,2.136
-0.055,0.031,0.959,0.977,1.221,1.709
-0.043,0.018,0.952,0.732,1.892,1.343
-0.039,0.025,0.956,0.916,2.075,1.099
-0.090,-0.019,0.968,1.038,2.258,1.465
-0.129,-0.024,0.979,1.099,2.075,1.892
-0.131,-0.029,0.978,1.221,1.770,1.892
-0.095,0.015,0.969,0.977,1.526,1.770
-0.038,0.035,0.958,1.160,1.831,1.770
-0.040,0.035,0.959,0.854,1.892,1.770
-0.054,0.005,0.959,1.038,1.953,1.465
-0.115,-0.030,0.973,0.732,2.258,1.587
-0.117,-0.011,0.976,1.587,1.831,1.160
-0.127,-0.016,0.976,0.671,2.197,1.282
-0.063,0.032,0.977,0.854,1.953,1.831
-0.039,0.025,0.960,1.282,1.099,1.343
-0.091,-0.017,0.965,1.099,1.831,1.282
-0.075,-0.015,0.966,1.221,1.892,1.404
-0.125,-0.030,0.974,0.854,1.709,1.587
-0.097,0.008,0.966,1.526,1.648,1.587
-0.039,0.036,0.959,0.854,2.258,1.465
-0.040,0.033,0.969,1.160,2.319,1.770
-0.049,0.009,0.965,1.099,1.892,1.526
-0.117,-0.027,0.973,1.343,1.831,1.770
-0.123,-0.010,0.976,1.099,1.953,2.075
-0.060,0.031,0.974,1.221,1.587,2.258
-0.065,0.024,0.965,1.099,1.709,2.380
-0.035,0.024,0.957,1.038,1.892,1.526
-0.084,-0.017,0.966,0.549,1.953,1.404
-0.080,-0.009,0.964,0.671,1.831,1.343
-0.132,-0.027,0.974,0.916,2.075,1.648
-0.100,0.006,0.972,1.099,1.953,1.892
-0.040,0.033,0.962,1.038,1.831,1.953
-0.041,0.031,0.964,0.793,1.587,1.526
-0.052,0.008,0.959,0.916,1.648,0.854
-0.113,-0.031,0.970,0.854,1.953,0.793
-0.125,-0.013,0.977,0.854,1.709,1.282
-0.128,-0.017,0.976,1.160,1.648,1.221

-0.071,0.028,0.970,0.671,1.465,1.465
-0.037,0.033,0.961,1.099,1.343,0.977
-0.083,-0.007,0.964,1.038,1.343,1.404
-0.128,-0.025,0.971,0.977,1.587,1.709
-0.127,-0.028,0.972,1.038,1.465,1.648
-0.106,0.006,0.967,0.977,1.831,1.770
-0.040,0.037,0.959,0.977,2.014,1.648
-0.048,0.005,0.965,0.732,1.953,1.404
-0.047,0.013,0.966,0.916,2.197,1.465
-0.109,-0.026,0.971,1.038,1.221,1.770
-0.131,-0.020,0.968,0.977,1.404,1.770
-0.081,0.003,0.968,1.099,2.258,1.343
-0.078,-0.000,0.971,1.282,2.197,1.099
-0.082,0.003,0.972,0.977,1.831,1.099
-0.083,0.001,0.970,1.587,1.526,1.343
-0.086,0.001,0.966,1.099,1.465,1.160
-0.084,-0.001,0.964,1.099,1.953,1.099
-0.077,-0.000,0.969,0.732,1.953,0.854
-0.083,0.006,0.969,0.732,1.587,0.793
-0.086,0.008,0.970,1.099,1.770,1.160
-0.086,0.006,0.968,0.916,1.465,1.526
-0.087,0.007,0.966,0.916,2.136,1.831
-0.085,0.002,0.966,0.793,2.014,2.136
-0.083,0.000,0.970,0.488,1.892,2.258
-0.082,-0.000,0.970,0.610,1.709,1.953
-0.084,-0.001,0.969,0.793,1.648,1.343
-0.083,0.000,0.970,0.732,1.587,1.343
-0.097,-0.001,0.970,0.977,1.160,1.831
-0.038,0.035,0.962,0.916,1.038,1.465
-0.057,0.003,0.953,0.916,1.038,1.038
-0.127,-0.031,0.960,0.793,1.465,1.099
-0.127,0.005,0.969,-1.648,2.380,1.221
-0.055,-0.008,0.977,2.808,2.441,1.526
-0.061,0.036,0.972,0.732,2.014,1.160
-0.039,0.031,0.961,0.916,1.526,1.343
-0.093,-0.002,0.960,1.404,1.648,1.404
-0.081,0.002,0.963,0.854,1.953,1.465
-0.077,-0.000,0.966,0.916,2.197,1.404
-0.081,0.002,0.970,0.549,2.014,0.854
-0.083,0.008,0.969,1.465,1.587,1.282
-0.090,0.006,0.957,1.160,1.038,1.282
-0.085,0.003,0.960,1.038,2.258,1.465
-0.075,0.001,0.970,0.427,2.808,1.526
-0.079,0.004,0.975,0.549,2.075,0.916
-0.083,0.001,0.963,0.916,1.282,1.343
-0.092,0.006,0.963,1.099,1.587,1.648
-0.084,0.005,0.966,1.221,2.258,1.953
-0.078,0.001,0.966,1.160,2.014,1.892
-0.082,0.002,0.966,0.854,2.380,1.587
-0.079,0.010,0.965,1.648,2.686,1.404
-0.083,0.001,0.966,0.183,2.563,1.648
-0.081,0.010,0.979,1.099,1.892,1.831
-0.084,-0.000,0.963,1.465,1.526,1.709
-0.087,0.002,0.961,0.671,1.770,1.648
-0.087,0.005,0.966,0.732,2.014,1.770
-0.081,0.005,0.970,1.221,2.136,1.648
-0.080,0.004,0.970,1.099,2.075,1.343
-0.084,0.007,0.968,1.038,1.770,1.282
-0.082,0.004,0.963,1.404,1.770,1.526
-0.085,0.006,0.963,0.916,1.953,1.343
-0.080,0.007,0.971,1.038,2.441,1.831
-0.079,0.003,0.967,0.854,1.953,1.526
-0.078,0.002,0.968,1.038,1.953,1.282
-0.080,0.005,0.968,1.221,2.014,1.343
-0.083,0.005,0.964,1.343,1.953,1.282
-0.081,0.005,0.966,0.977,2.075,1.587
-0.080,0.003,0.970,1.099,2.136,1.343
-0.082,0.002,0.966,1.099,1.831,0.854
-0.082,0.006,0.971,1.343,2.319,1.587
-0.080,0.004,0.970,1.343,1.465,1.526
-0.084,0.004,0.961,0.916,1.831,1.465
-0.080,0.006,0.973,0.854,2.197,1.343
-0.079,0.006,0.973,1.343,2.197,1.282
-0.078,0.004,0.967,1.404,1.709,1.770
-0.081,0.004,0.965,1.099,1.770,1.526
-0.083,0.004,0.967,1.221,2.075,1.160
-0.079,0.001,0.967,1.160,2.075,1.587
-0.079,0.004,0.968,1.221,2.136,1.648
-0.079,0.005,0.976,0.793,2.380,1.770
-0.077,0.005,0.974,0.977,1.709,1.770
-0.083,-0.000,0.964,1.038,0.977,1.465
-0.080,0.003,0.962,0.854,1.953,1.465
-0.081,0.003,0.965,1.282,2.197,1.099
-0.081,0.002,0.965,1.160,2.502,1.526
-0.082,0.005,0.969,0.671,2.136,1.465
-0.078,0.004,0.974,1.221,1.831,1.404
-0.075,0.002,0.974,1.160,1.404,1.221
-0.082,-0.001,0.966,1.404,0.916,1.282
-0.082,0.003,0.963,0.549,1.099,1.099
-0.067,-0.003,0.931,-0.916,0.000,0.305
-0.147,0.000,0.968,-3.784,1.648,0.488
-0.071,0.036,0.971,4.456,4.089,5.005
-0.056,0.025,0.987,1.282,2.502,1.831
-0.037,0.035,0.970,1.526,0.977,1.038
-0.083,-0.006,0.953,2.319,1.038,2.625
-0.080,0.000,0.960,1.038,1.892,1.343
-0.076,0.001,0.965,1.160,2.319,1.648
-0.076,0.001,0.973,0.793,2.014,1.160
-0.078,-0.000,0.967,1.221,1.709,0.671
-0.085,0.009,0.976,0.732,1.892,1.038

-0.083,0.008,0.967,1.709,0.977,1.465
-0.085,0.006,0.962,0.916,1.892,1.648
-0.091,-0.009,0.970,0.854,2.136,1.831
-0.124,-0.021,0.973,0.854,2.075,2.380
-0.068,0.026,0.964,0.977,1.770,1.831
-0.081,0.021,0.967,0.854,2.014,1.587
-0.034,0.035,0.963,0.610,2.258,1.343
-0.071,-0.007,0.965,0.854,2.197,1.709
-0.131,-0.028,0.975,0.977,2.136,2.014
-0.104,-0.030,0.982,0.732,2.197,2.197
-0.107,-0.003,0.981,1.099,1.099,2.441
-0.043,0.031,0.962,1.160,1.160,1.770
-0.036,0.013,0.959,0.366,1.160,0.916
-0.039,0.025,0.956,0.793,1.770,0.549
-0.105,-0.019,0.969,0.305,1.892,1.160
-0.136,-0.010,0.980,0.610,1.709,1.892
-0.133,-0.019,0.976,1.038,1.343,2.258
-0.081,0.022,0.970,0.671,1.343,2.075
-0.032,0.034,0.959,0.977,1.465,2.075
-0.063,-0.006,0.959,0.732,1.465,1.648
-0.054,-0.001,0.958,0.610,1.892,1.038
-0.121,-0.027,0.972,0.610,2.014,1.038
-0.112,0.004,0.975,0.977,1.892,1.648
-0.047,0.042,0.969,0.549,1.526,1.648
-0.057,0.036,0.966,0.977,1.404,1.709
-0.039,0.029,0.961,1.099,1.526,1.587
-0.094,-0.018,0.968,1.160,1.587,1.953
-0.128,-0.019,0.972,0.916,1.343,2.075
-0.079,0.025,0.966,0.916,1.465,1.526
-0.033,0.038,0.960,0.549,1.648,1.465
-0.033,0.037,0.963,0.671,1.770,0.793
-0.064,0.003,0.971,0.549,2.075,1.160
-0.127,-0.024,0.976,1.038,0.977,1.709
-0.118,0.006,0.965,1.709,1.099,1.099
-0.046,0.040,0.967,0.610,2.014,1.587
-0.047,0.041,0.969,0.854,1.648,1.282
-0.036,0.026,0.963,0.793,1.221,1.221
-0.104,-0.019,0.968,1.038,1.099,1.282
-0.131,-0.018,0.971,1.160,1.221,1.648
-0.075,0.026,0.964,0.854,1.465,1.465
-0.082,0.028,0.965,0.732,1.648,1.709
-0.036,0.045,0.960,0.488,2.014,1.404
-0.073,0.005,0.966,0.732,2.197,1.465
-0.133,-0.025,0.971,1.099,1.648,2.319
-0.108,0.008,0.972,0.366,1.770,1.953
-0.119,0.000,0.968,0.916,1.770,1.953
-0.052,0.041,0.965,0.793,2.197,2.075
-0.044,0.025,0.968,0.366,2.258,1.831
-0.038,0.029,0.964,1.160,1.587,1.526
-0.103,-0.016,0.967,0.732,1.099,1.770
-0.133,-0.020,0.967,1.282,1.221,2.197
-0.075,0.027,0.962,0.305,1.587,1.465
-0.082,0.024,0.966,0.793,1.831,1.404
-0.033,0.046,0.958,0.854,2.197,0.854
-0.070,0.038,0.960,0.977,2.197,1.221
-0.060,0.017,0.960,1.038,2.502,1.770
-0.126,-0.019,0.976,0.610,2.686,2.319
-0.117,0.003,0.978,1.038,2.258,2.380
-0.120,-0.008,0.978,0.977,2.136,2.258
-0.051,0.036,0.968,0.488,1.770,1.770
-0.037,0.033,0.956,1.099,2.136,0.916
-0.099,-0.012,0.967,0.732,2.197,1.892
-0.073,-0.013,0.958,1.099,1.526,0.977
-0.138,-0.021,0.967,1.282,2.502,1.282
-0.084,0.023,0.976,0.854,2.869,1.831
-0.026,0.046,0.972,0.610,2.258,1.465
-0.039,0.049,0.961,1.465,1.465,1.465
-0.056,0.011,0.960,0.977,1.831,1.709
-0.121,-0.023,0.971,1.282,1.953,1.648
-0.119,-0.001,0.975,1.282,1.831,1.953
-0.126,-0.003,0.973,1.099,1.831,1.831
-0.056,0.042,0.970,1.038,2.075,1.831
-0.032,0.034,0.960,1.038,1.343,1.709
-0.090,-0.010,0.968,0.854,1.648,1.648
-0.084,-0.004,0.960,1.160,1.343,1.465
-0.143,-0.020,0.965,0.977,1.648,2.014
-0.099,0.022,0.968,1.038,1.953,2.563
-0.031,0.045,0.970,1.099,2.075,2.502
-0.029,0.040,0.968,1.465,1.709,1.831
-0.048,0.009,0.960,1.038,1.770,1.404
-0.123,-0.028,0.962,1.221,1.709,1.221
-0.127,-0.005,0.966,1.099,2.136,0.977
-0.132,-0.009,0.977,1.221,2.075,1.404
-0.060,0.039,0.972,1.770,1.953,1.465
-0.031,0.036,0.968,1.099,1.770,1.160
-0.088,-0.014,0.966,1.709,1.526,0.793
-0.081,-0.007,0.961,1.465,1.526,0.916
-0.133,-0.026,0.970,0.977,1.587,1.343
-0.094,0.021,0.971,1.343,1.648,1.465
-0.033,0.049,0.968,1.038,1.953,1.099
-0.034,0.054,0.967,1.038,1.587,1.526
-0.047,0.016,0.961,1.221,1.892,0.916
-0.119,-0.025,0.970,0.793,2.014,1.465
-0.125,-0.007,0.970,1.526,1.465,2.136
-0.062,0.041,0.965,1.221,2.197,1.770
-0.058,0.033,0.974,1.221,2.686,2.075
-0.025,0.037,0.974,0.793,2.319,1.404
-0.086,-0.013,0.964,1.404,1.343,0.916
-0.140,-0.028,0.959,1.343,1.648,1.221
-0.090,0.018,0.969,0.977,2.197,1.343

-0.099,0.012,0.977,1.099,2.197,1.282
-0.031,0.049,0.972,1.404,2.136,1.282
-0.047,0.016,0.969,0.793,1.831,1.282
-0.127,-0.024,0.968,1.038,1.892,1.282
-0.124,-0.024,0.965,0.854,1.587,1.648
-0.127,-0.012,0.977,0.793,1.648,2.197
-0.054,0.037,0.973,0.671,1.221,1.648
-0.030,0.037,0.963,0.732,1.282,1.099
-0.092,-0.014,0.961,0.732,1.587,1.404
-0.078,-0.002,0.968,0.977,1.465,1.099
-0.088,0.011,0.965,0.854,1.343,1.404
-0.085,0.012,0.965,0.854,1.465,1.587
-0.081,0.011,0.968,0.916,1.648,1.892
-0.079,0.007,0.966,0.549,1.770,1.709
-0.083,0.009,0.966,0.793,1.770,1.343
-0.083,0.009,0.966,0.916,1.648,1.709
-0.084,0.008,0.968,0.977,1.770,1.465
-0.082,0.009,0.970,1.221,1.587,1.526
-0.082,0.013,0.969,0.916,1.404,1.587
-0.083,0.011,0.968,1.038,1.404,1.587
-0.082,0.006,0.963,1.282,1.282,1.465
-0.084,0.009,0.969,0.549,1.465,1.526
-0.081,0.009,0.969,1.343,1.404,1.465
-0.083,0.007,0.966,0.854,1.038,1.099
-0.086,0.000,0.926,0.305,1.343,1.221
-0.086,0.020,0.978,2.686,2.930,1.831
-0.083,0.003,0.964,2.625,2.319,0.977
-0.086,0.013,0.976,-0.061,2.136,1.892
-0.078,0.005,0.969,1.587,2.197,1.282
-0.082,0.009,0.968,0.854,2.075,1.160
-0.084,0.009,0.968,1.160,1.648,1.465
-0.082,0.007,0.966,1.282,1.770,1.404
-0.080,0.007,0.968,0.854,1.709,1.221
-0.083,0.010,0.970,1.282,1.648,1.038
-0.086,0.013,0.968,0.977,1.587,1.099
-0.085,0.012,0.969,1.099,1.831,1.465
-0.102,0.008,0.965,1.160,1.892,1.709
-0.104,0.006,0.971,0.854,1.892,2.258
-0.039,0.051,0.964,0.793,1.953,1.587
-0.048,0.023,0.960,0.732,1.953,1.648
-0.120,-0.024,0.966,0.671,1.831,2.197
-0.130,-0.010,0.974,0.916,1.770,2.075
-0.133,-0.021,0.967,1.221,1.709,2.136
-0.066,0.038,0.967,0.549,1.648,1.892
-0.026,0.041,0.964,0.671,2.136,1.770
-0.082,-0.009,0.960,0.732,2.319,0.854
-0.140,-0.029,0.968,0.610,2.319,0.977
-0.082,0.007,0.970,1.160,2.197,0.916
-0.084,0.013,0.969,1.587,1.831,1.221
-0.084,0.013,0.967,1.282,1.892,1.221
-0.081,0.011,0.967,1.221,2.014,1.404
-0.077,0.010,0.968,1.038,2.075,1.343
-0.079,0.009,0.966,0.793,1.709,0.732
-0.086,0.016,0.968,1.099,2.441,1.099
-0.085,0.013,0.966,1.038,1.648,1.526
-0.113,0.009,0.957,1.221,2.197,1.526
-0.030,0.048,0.974,0.732,2.502,2.380
-0.074,0.016,0.976,0.610,2.075,1.526
-0.085,0.011,0.963,1.526,1.831,1.526
-0.087,0.011,0.959,1.038,2.441,2.075
-0.082,0.011,0.969,1.099,2.625,1.831
-0.077,0.010,0.969,1.099,2.197,1.770
-0.079,0.009,0.970,0.916,2.014,2.075
-0.083,0.013,0.974,1.038,2.014,1.648
-0.081,0.011,0.972,1.648,1.892,1.953
-0.081,0.010,0.965,1.038,1.770,2.075
-0.078,0.005,0.968,1.099,1.770,1.770
-0.080,0.006,0.963,1.282,1.953,1.343
-0.080,0.006,0.969,0.671,2.197,1.404
-0.080,0.010,0.970,0.916,2.014,1.038
-0.082,0.015,0.970,0.854,1.831,1.099
-0.046,0.023,0.969,1.343,1.770,1.465
-0.119,-0.022,0.963,1.465,1.709,1.770
-0.124,-0.008,0.971,1.038,2.075,2.136
-0.052,0.042,0.973,1.282,2.136,2.136
-0.061,0.037,0.973,1.282,2.014,1.831
-0.027,0.038,0.964,1.282,1.953,1.526
-0.082,0.006,0.965,0.793,1.770,1.282
-0.083,0.011,0.968,1.282,2.014,1.404
-0.079,0.008,0.971,1.282,1.953,1.892
-0.077,0.006,0.969,1.404,2.014,1.770
-0.075,0.009,0.970,1.404,1.892,1.587
-0.078,0.009,0.969,1.160,1.709,1.404
-0.078,0.006,0.963,1.465,1.465,1.221
-0.081,0.010,0.966,1.160,2.197,1.465
-0.079,0.015,0.971,0.916,1.831,1.587
-0.084,0.009,0.963,1.038,2.014,1.648
-0.077,0.008,0.973,1.099,2.319,1.770
-0.073,0.005,0.975,0.977,2.197,1.526
-0.061,0.021,0.971,0.854,1.648,1.221
-0.072,0.030,0.965,1.587,1.160,1.160
-0.028,0.043,0.965,1.038,1.770,1.282
-0.076,-0.008,0.964,1.282,1.953,1.404
-0.131,-0.033,0.966,1.221,2.075,1.587
-0.098,-0.029,0.971,1.221,2.197,1.465
-0.108,0.008,0.981,0.610,2.197,1.831
-0.038,0.045,0.976,1.221,1.526,2.014
-0.043,0.017,0.968,1.160,1.343,1.648
-0.112,-0.034,0.966,0.671,0.916,1.404
-0.128,-0.018,0.959,0.793,1.160,0.793

-0.135,-0.020,0.967,0.366,1.526,1.404
-0.067,0.038,0.976,0.427,1.587,1.160
-0.030,0.051,0.971,0.793,1.404,1.160
-0.081,-0.005,0.967,0.916,1.404,1.709
-0.071,-0.004,0.960,1.038,1.160,1.648
-0.134,-0.034,0.961,0.549,1.465,1.709
-0.102,0.009,0.968,0.610,1.831,1.465
-0.078,0.011,0.974,0.793,2.197,1.221
-0.082,0.008,0.974,0.732,1.770,1.038
-0.081,0.009,0.973,1.099,1.648,1.282
-0.085,0.013,0.973,0.732,1.282,1.221
-0.083,0.008,0.968,1.282,1.099,1.465
-0.083,0.008,0.964,1.465,1.160,1.282
-0.080,0.013,0.966,1.038,1.709,1.404
-0.078,0.005,0.965,0.854,1.526,1.038
-0.086,0.010,0.966,1.343,2.014,0.732
-0.083,0.013,0.970,1.160,1.953,1.404
-0.085,0.012,0.964,0.854,1.648,1.282
-0.108,0.005,0.968,0.854,2.197,1.343
-0.105,0.003,0.975,0.977,2.197,1.404
-0.037,0.052,0.971,0.732,1.892,1.038
-0.046,0.028,0.961,1.221,1.465,1.160
-0.101,-0.013,0.962,1.343,1.892,1.465
-0.082,0.005,0.972,1.282,2.136,1.648
-0.074,0.007,0.973,0.977,1.526,1.465
-0.080,0.008,0.963,1.160,1.465,1.099
-0.084,0.012,0.964,0.549,1.709,1.038
-0.083,0.015,0.968,0.671,1.831,1.160
-0.080,0.010,0.969,1.404,1.892,1.831
-0.084,0.009,0.965,1.160,1.770,1.709
-0.087,0.012,0.963,0.732,2.014,1.770
-0.084,0.010,0.971,0.732,1.831,2.075
-0.128,-0.031,0.971,0.916,1.709,2.014
-0.095,-0.009,0.963,0.977,1.160,1.892
-0.082,0.008,0.961,1.160,1.038,1.587
-0.083,0.012,0.962,0.854,1.404,1.526
-0.082,0.011,0.963,0.671,1.526,1.648
-0.081,0.011,0.965,0.732,1.709,1.587
-0.082,0.010,0.965,0.916,1.953,1.526
-0.082,0.010,0.969,0.793,1.831,1.526
-0.085,0.008,0.963,1.160,1.892,1.404
-0.085,0.010,0.970,0.854,2.441,1.892
-0.078,0.008,0.973,1.160,1.648,1.526
-0.082,0.005,0.966,0.977,1.587,0.854
-0.087,0.012,0.972,1.099,2.380,1.343
-0.138,-0.029,0.967,1.282,1.343,1.343
-0.098,0.019,0.967,1.038,1.770,1.404
-0.025,0.052,0.974,1.038,2.502,1.770
-0.053,0.012,0.967,1.343,2.075,1.404
-0.121,-0.034,0.965,0.427,1.160,1.465
-0.127,-0.028,0.969,1.038,2.625,1.770
-0.125,-0.010,0.976,2.808,2.930,2.075
-0.046,0.041,0.977,0.061,2.075,2.380
-0.081,0.008,0.971,0.916,1.587,1.709
-0.083,0.011,0.962,0.977,2.319,1.465
-0.081,0.013,0.967,0.977,2.441,1.770
-0.079,0.008,0.971,0.854,2.625,2.075
-0.074,0.004,0.971,1.526,2.075,1.831
-0.080,0.005,0.964,1.160,1.709,1.282
-0.085,0.008,0.967,0.854,2.014,1.404
-0.083,0.009,0.971,0.854,2.136,1.404
-0.081,0.011,0.973,1.099,2.197,1.465
-0.131,-0.026,0.972,1.404,1.221,1.709
-0.102,0.007,0.972,1.221,1.526,1.892
-0.111,-0.002,0.967,1.343,1.770,1.587
-0.043,0.049,0.969,0.793,2.014,1.099
-0.040,0.030,0.965,0.732,1.953,1.343
-0.109,-0.027,0.960,0.916,2.197,1.221
-0.133,-0.015,0.972,0.610,2.319,1.221
-0.131,-0.022,0.974,0.977,2.258,2.075
-0.072,0.033,0.979,0.549,1.770,1.892
-0.027,0.047,0.966,1.282,1.526,1.648
-0.072,-0.008,0.962,1.221,1.709,1.587
-0.063,0.001,0.964,0.977,1.953,1.099
-0.125,-0.033,0.966,1.221,1.892,1.282
-0.108,0.003,0.972,0.916,1.953,1.038
-0.039,0.053,0.973,0.854,2.136,1.038
-0.042,0.026,0.967,1.038,1.709,1.587
-0.043,0.034,0.964,1.404,1.831,1.221
-0.100,-0.024,0.967,1.038,2.197,1.709
-0.128,-0.021,0.972,1.099,1.953,1.648
-0.064,0.033,0.973,1.282,1.770,1.526
-0.026,0.045,0.966,1.282,1.709,1.648
-0.028,0.048,0.968,1.282,1.648,1.343
-0.071,-0.001,0.959,1.587,1.892,1.343
-0.130,-0.031,0.966,0.977,2.380,1.709
-0.103,0.011,0.978,0.854,2.136,1.770
-0.033,0.049,0.972,1.831,2.014,1.831
-0.038,0.048,0.967,0.732,2.014,1.526
-0.039,0.029,0.967,0.854,2.136,1.099
-0.112,-0.025,0.966,0.977,2.075,1.465
-0.133,-0.019,0.972,1.221,1.953,1.648
-0.064,0.037,0.979,0.793,1.709,1.831
-0.070,0.032,0.982,1.038,1.465,1.709
-0.025,0.047,0.971,1.282,0.916,1.099
-0.073,-0.006,0.958,1.160,0.916,1.343
-0.136,-0.034,0.962,0.610,1.160,1.526
-0.098,0.011,0.969,0.732,1.282,1.099
-0.108,0.008,0.975,0.488,1.648,1.282
-0.038,0.052,0.969,1.099,1.587,1.343

-0.044,0.025,0.961,1.038,1.831,1.221
-0.116,-0.023,0.966,0.793,1.770,1.587
-0.131,-0.014,0.971,1.526,1.648,1.770
-0.131,-0.024,0.972,0.793,1.953,2.136
-0.067,0.036,0.975,0.916,1.526,1.404
-0.028,0.043,0.960,1.282,1.831,1.221
-0.082,-0.007,0.967,0.488,2.319,1.282
-0.065,-0.008,0.962,1.587,1.892,1.160
-0.136,-0.030,0.972,0.977,1.709,1.160
-0.105,0.017,0.976,1.282,1.953,1.709
