aX,aY,aZ,gX,gY,gZ
-0.061,0.023,0.965,1.404,1.709,1.404
-0.043,0.028,0.970,0.305,1.404,0.854
-0.106,-0.021,0.972,1.038,2.075,0.732
-0.099,-0.002,0.971,1.038,2.014,0.854
-0.090,-0.008,0.970,1.038,1.587,0.610
-0.087,-0.003,0.967,1.221,2.014,1.099
-0.107,-0.005,0.968,0.854,1.587,1.282
-0.049,0.036,0.967,1.099,1.526,0.916
-0.059,0.015,0.971,0.916,2.197,0.732
-0.128,-0.039,0.975,0.427,2.136,0.977
-0.095,-0.008,0.968,1.343,1.038,1.221
-0.089,-0.004,0.966,1.160,1.160,1.038
-0.092,-0.000,0.964,0.916,1.465,0.916
-0.076,0.020,0.965,1.221,2.136,1.648
-0.038,0.032,0.969,0.610,2.197,1.709
-0.091,-0.016,0.971,0.732,2.197,1.587
-0.145,-0.038,0.975,1.038,1.892,2.014
-0.112,-0.024,0.962,1.282,1.282,1.831
-0.091,-0.004,0.963,1.038,1.526,1.892
-0.094,-0.004,0.962,0.793,2.136,1.648
-0.093,-0.004,0.970,0.732,2.258,1.648
-0.090,-0.002,0.975,1.099,2.136,1.587
-0.090,-0.004,0.974,1.282,1.587,1.465
-0.096,-0.001,0.969,1.099,1.099,1.404
-0.094,-0.002,0.962,1.343,1.099,1.404
-0.091,-0.002,0.966,1.038,1.831,1.282
-0.089,-0.007,0.964,1.343,2.136,1.221
-0.085,-0.006,0.971,0.732,1.892,1.160
-0.089,-0.003,0.968,0.977,1.709,0.916
-0.089,-0.004,0.970,0.916,1.587,0.671
-0.090,-0.003,0.975,0.671,1.526,0.854
-0.091,-0.000,0.978,0.793,1.160,0.854
-0.094,0.001,0.973,1.404,0.488,1.038
-0.107,-0.000,0.929,-0.122,1.282,1.709
-0.090,0.002,0.968,0.183,3.723,2.136
-0.084,0.000,0.988,3.906,3.296,1.221
-0.092,-0.003,0.972,0.916,1.648,1.526
-0.095,0.000,0.977,0.916,1.526,1.831
-0.089,-0.004,0.965,1.831,1.587,1.587
-0.114,-0.010,0.960,1.038,1.465,2.014
-0.047,0.031,0.963,1.465,1.587,2.075
-0.055,0.004,0.966,0.854,2.075,1.648
-0.123,-0.046,0.964,1.221,2.014,1.404
-0.123,-0.038,0.964,0.977,1.892,0.977
-0.143,-0.025,0.971,1.282,1.770,1.770
-0.071,0.023,0.973,1.343,1.465,2.075
-0.081,0.020,0.973,0.916,1.770,1.953
-0.036,0.034,0.963,1.160,1.770,1.831
-0.089,-0.013,0.959,0.366,2.258,1.404
-0.151,-0.040,0.966,0.427,2.563,1.953
-0.141,-0.044,0.977,0.793,2.136,2.502
-0.117,-0.010,0.977,1.343,1.587,2.441
-0.049,0.032,0.969,1.343,1.221,2.380
-0.080,0.004,0.964,0.671,1.526,2.136
-0.090,-0.003,0.965,0.549,1.892,1.404
-0.090,-0.003,0.965,0.732,1.831,1.282
-0.090,-0.000,0.963,1.038,2.014,1.160
-0.097,0.004,0.967,0.793,2.319,1.404
-0.091,-0.001,0.971,1.160,2.686,1.770
-0.085,-0.004,0.977,1.038,2.136,1.770
-0.094,-0.003,0.966,1.831,1.587,1.770
-0.090,-0.002,0.967,0.916,1.648,1.953
-0.093,-0.001,0.961,1.038,1.221,1.160
-0.093,-0.031,0.966,0.977,2.441,1.526
-0.086,-0.000,0.975,0.793,2.625,1.282
-0.091,0.000,0.973,1.099,2.136,1.221
-0.094,-0.000,0.966,1.526,1.587,1.892
-0.093,-0.002,0.968,1.465,2.014,1.770
-0.089,-0.005,0.966,1.709,2.014,1.770
-0.087,-0.008,0.968,1.221,2.258,1.587
-0.093,-0.000,0.972,1.099,2.136,1.526
-0.092,-0.001,0.971,1.526,2.075,1.648
-0.092,-0.001,0.969,0.977,1.648,1.709
-0.087,-0.002,0.967,1.526,1.831,1.892
-0.090,-0.001,0.963,0.732,1.709,1.648
-0.095,-0.001,0.962,1.221,2.441,1.831
-0.093,-0.002,0.970,0.916,2.441,2.319
-0.089,-0.004,0.973,1.221,2.197,2.136
-0.090,-0.005,0.972,1.648,2.075,1.648
-0.085,-0.006,0.969,1.099,1.465,1.892
-0.089,-0.007,0.962,1.343,1.831,1.404
-0.090,-0.003,0.967,0.916,2.014,1.343
-0.089,-0.003,0.966,1.099,2.258,1.526
-0.088,-0.005,0.974,0.977,2.075,1.587

-0.090,-0.005,0.970,1.587,1.770,1.709
-0.090,-0.007,0.967,1.099,1.892,1.648
-0.087,-0.004,0.969,1.404,2.075,1.648
-0.085,-0.005,0.973,1.282,1.709,1.465
-0.087,-0.007,0.968,1.404,1.465,1.099
-0.090,-0.013,0.931,-0.427,1.160,1.648
-0.097,0.002,0.965,-2.441,1.953,1.953
-0.086,-0.007,0.977,3.845,3.906,1.892
-0.077,-0.006,0.988,2.136,2.258,1.160
-0.096,-0.001,0.969,1.038,0.488,1.221
-0.094,-0.005,0.955,2.258,1.099,1.709
-0.055,0.018,0.955,1.404,2.014,1.709
-0.050,0.029,0.969,1.282,2.625,1.770
-0.071,-0.021,0.968,1.221,2.197,1.831
-0.096,-0.021,0.971,0.916,2.075,1.648
-0.089,-0.006,0.974,1.160,2.136,1.404
-0.087,-0.005,0.975,1.038,1.526,1.099
-0.094,-0.004,0.967,1.038,1.648,1.404
-0.090,-0.007,0.969,0.793,1.648,1.587
-0.116,-0.038,0.965,0.977,1.892,1.282
-0.105,-0.032,0.970,0.488,1.526,1.282
-0.121,-0.026,0.969,0.854,1.282,1.343
-0.094,-0.003,0.969,0.793,1.099,1.038
-0.094,-0.001,0.963,1.038,1.465,1.282
-0.086,-0.002,0.965,0.793,1.648,1.587
-0.085,-0.005,0.966,0.854,1.587,1.465
-0.133,-0.044,0.965,0.916,1.953,0.916
-0.131,-0.042,0.966,0.549,1.831,1.160
-0.130,-0.015,0.967,0.854,1.831,1.160
-0.091,0.003,0.974,0.671,1.770,1.465
-0.091,-0.000,0.972,0.916,1.648,1.709
-0.091,-0.005,0.970,1.099,1.770,1.770
-0.087,-0.007,0.967,1.038,1.587,2.014
-0.125,-0.037,0.970,1.282,1.465,1.831
-0.146,-0.045,0.958,1.038,1.831,0.549
-0.100,0.005,0.965,0.793,2.075,1.343
-0.043,0.039,0.969,0.916,1.587,0.977
-0.073,0.036,0.971,1.099,2.441,1.099
-0.054,0.007,0.980,0.671,2.197,1.343
-0.124,-0.040,0.970,1.770,1.526,1.099
-0.133,-0.023,0.964,1.465,1.343,1.099
-0.138,-0.028,0.961,1.465,1.648,1.770
-0.063,0.025,0.972,0.916,1.892,1.587
-0.037,0.023,0.971,1.404,1.892,1.160
-0.096,-0.026,0.968,0.732,1.709,1.404
-0.093,-0.016,0.968,1.282,1.648,0.916
-0.146,-0.040,0.963,1.038,1.465,1.709
-0.103,0.005,0.969,0.549,1.709,2.075
-0.037,0.034,0.968,1.099,1.831,1.831
-0.066,-0.002,0.967,0.732,1.709,1.709
-0.060,0.006,0.969,1.099,1.709,1.221
-0.131,-0.038,0.968,1.282,1.526,1.526
-0.138,-0.019,0.963,1.099,1.404,1.831
-0.062,0.032,0.967,0.977,1.831,2.014
-0.065,0.022,0.967,0.549,1.770,2.563
-0.032,0.023,0.970,0.488,1.892,2.136
-0.095,-0.030,0.962,1.404,1.953,1.343
-0.147,-0.041,0.962,1.221,1.831,1.221
-0.147,-0.040,0.964,1.465,2.014,1.709
-0.104,0.006,0.977,-3.418,3.174,1.770
-0.033,0.028,0.965,2.625,2.930,0.732
-0.049,0.044,0.986,0.000,2.747,1.526
-0.057,0.014,0.982,1.587,2.258,2.136
-0.128,-0.039,0.972,1.770,1.404,2.014
-0.134,-0.021,0.979,1.648,1.282,2.808
-0.062,0.025,0.966,2.258,0.610,2.441
-0.069,0.014,0.955,1.343,1.465,1.831
-0.030,0.027,0.965,0.000,2.625,1.160
-0.082,-0.025,0.967,0.793,2.563,1.099
-0.097,-0.008,0.973,0.671,2.014,1.221
-0.093,-0.001,0.970,1.038,1.526,1.770
-0.091,-0.001,0.965,1.343,1.465,1.953
-0.093,-0.004,0.962,1.282,1.953,2.502
-0.094,-0.004,0.961,1.282,2.136,2.441
-0.091,-0.003,0.968,1.038,2.930,2.502
-0.089,-0.007,0.971,1.099,2.197,2.625
-0.087,-0.007,0.975,0.732,2.441,2.441
-0.084,-0.009,0.976,0.793,1.770,2.197
-0.089,-0.011,0.968,1.099,1.770,1.648
-0.092,-0.009,0.964,0.977,1.404,1.343
-0.090,-0.005,0.965,0.671,1.770,1.160
-0.089,-0.002,0.970,1.160,1.770,1.038
-0.087,-0.005,0.970,1.587,1.648,1.282
-0.087,-0.005,0.969,0.793,1.587,0.916
-0.091,-0.003,0.966,1.465,1.892,0.732
-0.089,-0.001,0.969,0.793,1.892,1.282
-0.088,-0.002,0.966,0.977,1.648,1.038
-0.090,-0.004,0.963,0.671,1.404,1.221
-0.090,-0.007,0.967,0.427,1.648,1.404
-0.088,-0.005,0.974,0.732,1.831,1.160
-0.082,-0.002,0.979,0.671,1.404,0.977
-0.087,-0.001,0.973,1.160,0.549,0.549
-0.090,-0.001,0.962,1.465,0.671,0.732
-0.095,0.000,0.959,0.854,0.977,0.793
-0.089,0.000,0.960,0.916,1.587,0.793
-0.093,0.002,0.965,0.671,2.014,0.366
-0.091,0.006,0.970,1.282,2.380,1.831
-0.093,0.005,0.968,1.221,1.770,1.953
-0.096,0.002,0.968,1.221,2.136,2.319
-0.087,-0.005,0.969,1.709,2.380,2.686

-0.083,-0.010,0.972,0.916,2.258,2.258
-0.090,-0.011,0.964,1.892,1.526,1.648
-0.092,-0.007,0.958,1.404,1.953,1.221
-0.100,-0.003,0.956,-2.075,3.540,1.160
-0.086,-0.010,0.986,2.869,4.272,0.793
-0.082,-0.003,0.990,2.808,2.380,0.977
-0.098,0.002,0.982,1.038,0.732,1.282
-0.093,0.001,0.967,2.869,0.610,1.404
-0.089,-0.007,0.960,1.526,1.221,2.014
-0.081,-0.012,0.961,1.343,1.465,2.075
-0.080,-0.013,0.960,0.916,2.197,1.404
-0.086,-0.008,0.971,0.916,2.014,0.854
-0.093,-0.002,0.972,0.977,1.892,0.854
-0.092,0.000,0.970,1.282,1.770,1.343
-0.086,-0.003,0.970,0.977,1.831,1.892
-0.087,-0.008,0.970,0.916,1.648,2.258
-0.086,-0.007,0.969,0.549,1.770,2.075
-0.069,0.019,0.970,0.183,1.587,1.831
-0.038,0.028,0.968,0.793,1.953,1.709
-0.091,-0.024,0.965,0.488,1.831,1.831
-0.082,-0.017,0.966,0.854,1.831,1.465
-0.139,-0.045,0.968,0.671,1.770,2.075
-0.108,-0.010,0.969,0.793,1.404,1.892
-0.043,0.033,0.970,0.977,1.465,1.648
-0.046,0.032,0.970,0.549,1.648,1.526
-0.052,0.013,0.971,0.732,1.709,1.160
-0.120,-0.037,0.965,0.793,1.526,1.526
-0.137,-0.033,0.966,0.671,1.526,1.648
-0.146,-0.036,0.957,0.854,1.709,1.038
-0.077,0.018,0.971,0.305,2.136,1.648
-0.036,0.035,0.970,0.916,1.099,1.465
-0.092,-0.018,0.957,0.793,1.831,0.977
-0.075,-0.011,0.970,0.305,2.319,0.916
-0.135,-0.042,0.972,0.854,1.831,0.671
-0.113,-0.004,0.965,1.343,1.160,0.977
-0.126,-0.008,0.965,0.916,1.892,1.465
-0.048,0.036,0.973,0.977,2.197,1.465
-0.046,0.012,0.970,1.099,1.709,1.526
-0.119,-0.036,0.964,0.916,1.282,1.587
-0.141,-0.026,0.962,1.221,2.014,1.770
-0.069,0.028,0.970,0.916,2.380,2.075
-0.076,0.018,0.975,0.977,1.953,2.380
-0.032,0.031,0.969,1.099,1.709,2.014
-0.089,-0.020,0.960,0.610,1.709,1.404
-0.146,-0.042,0.963,0.671,1.892,1.831
-0.106,0.001,0.972,0.854,2.319,2.197
-0.114,-0.004,0.978,1.282,1.587,1.953
-0.042,0.036,0.971,1.465,1.526,2.014
-0.050,0.008,0.963,0.793,1.404,1.709
-0.120,-0.038,0.959,1.038,1.526,1.587
-0.134,-0.025,0.966,0.427,2.014,1.221
-0.137,-0.030,0.969,0.977,1.770,1.526
-0.075,0.024,0.975,0.977,2.014,1.587
-0.087,0.002,0.967,1.343,2.014,1.587
-0.089,-0.001,0.968,1.038,2.197,2.014
-0.086,-0.002,0.968,1.404,1.892,1.953
-0.090,-0.003,0.966,0.793,1.831,1.831
-0.091,-0.002,0.966,1.160,1.953,1.892
-0.085,-0.003,0.970,0.977,1.953,1.770
-0.085,-0.009,0.969,1.221,1.648,0.977
-0.092,-0.002,0.967,1.160,2.014,1.404
-0.089,-0.001,0.969,0.916,1.831,1.404
-0.095,-0.001,0.961,0.977,1.526,1.343
-0.090,-0.002,0.968,0.916,2.197,1.770
-0.085,-0.001,0.971,1.160,2.319,1.648
-0.087,-0.002,0.965,1.404,2.502,1.587
-0.087,-0.004,0.971,0.977,2.014,1.770
-0.088,-0.005,0.968,1.587,2.014,1.587
-0.086,-0.006,0.966,1.160,1.709,1.465
-0.088,-0.008,0.968,1.221,1.770,1.526
-0.090,-0.005,0.968,0.977,1.892,1.465
-0.088,-0.002,0.969,1.099,2.319,1.831
-0.087,-0.004,0.969,1.038,1.770,1.648
-0.086,-0.004,0.970,1.343,1.892,1.648
-0.088,-0.006,0.964,1.587,1.648,1.648
-0.091,-0.004,0.961,0.854,2.136,1.404
-0.088,-0.002,0.969,0.610,2.502,1.770
-0.087,-0.002,0.978,0.854,2.563,1.709
-0.084,-0.005,0.976,1.282,1.648,1.770
-0.088,-0.006,0.971,0.793,1.404,1.587
-0.088,-0.008,0.967,1.099,1.160,1.404
-0.086,-0.008,0.965,1.221,1.648,1.282
-0.088,-0.003,0.966,0.854,1.465,0.916
-0.090,-0.001,0.965,1.648,1.526,1.038
-0.090,0.002,0.964,0.977,1.831,1.099
-0.089,0.000,0.966,1.038,2.136,1.526
-0.085,-0.003,0.969,1.038,2.136,1.831
-0.083,-0.005,0.973,0.916,2.075,1.770
-0.084,-0.006,0.968,1.099,1.343,1.770
-0.091,-0.007,0.961,1.221,1.404,1.587
-0.099,0.009,0.956,-3.357,2.747,2.075
-0.078,-0.002,0.979,1.892,3.357,2.136
-0.081,-0.010,0.984,3.662,2.136,0.122
-0.095,0.001,0.977,0.183,0.610,1.221
-0.098,-0.001,0.957,2.197,0.488,1.160
-0.145,-0.036,0.964,0.671,2.319,1.770
-0.098,-0.013,0.972,1.099,2.258,2.563
-0.032,0.026,0.975,0.916,1.709,1.465
-0.073,-0.003,0.964,1.831,1.465,0.610
-0.092,-0.002,0.968,0.549,1.831,0.488

-0.092,-0.000,0.973,1.343,2.075,0.732
-0.088,-0.003,0.971,0.916,1.831,1.404
-0.088,-0.005,0.976,0.366,1.465,1.648
-0.084,-0.004,0.974,1.282,1.465,1.648
-0.086,-0.009,0.968,0.549,0.916,1.404
-0.090,-0.005,0.963,0.916,1.282,0.977
-0.088,-0.006,0.962,0.854,1.587,1.099
-0.094,-0.002,0.962,0.488,1.770,0.916
-0.103,-0.004,0.969,0.366,2.136,1.160
-0.129,-0.039,0.974,0.549,2.258,2.136
-0.124,-0.022,0.974,0.793,1.587,1.831
-0.078,0.007,0.970,1.038,0.854,1.587
-0.086,-0.003,0.962,0.977,1.099,1.648
-0.090,-0.005,0.965,0.366,1.160,1.160
-0.091,-0.001,0.963,1.038,1.648,1.160
-0.090,-0.001,0.966,0.854,1.892,1.282
-0.088,-0.001,0.968,1.099,1.953,1.282
-0.088,-0.001,0.974,0.549,1.892,1.526
-0.088,-0.000,0.974,1.099,1.343,1.404
-0.089,-0.001,0.963,1.160,1.465,1.465
-0.090,-0.000,0.966,0.610,1.648,1.404
-0.090,-0.003,0.968,0.854,1.953,1.587
-0.087,-0.002,0.969,1.099,1.953,1.587
-0.088,-0.004,0.970,0.610,1.770,0.916
-0.091,-0.001,0.972,0.916,1.953,1.282
-0.092,0.002,0.964,0.916,1.587,1.526
-0.099,0.002,0.953,0.793,1.709,1.282
-0.093,-0.000,0.966,0.366,3.174,2.258
-0.084,-0.008,0.968,0.244,4.333,2.258
-0.085,0.004,0.969,-0.366,3.113,2.258
-0.084,-0.001,0.966,1.099,2.319,1.709
-0.086,-0.003,0.973,0.793,2.319,1.038
-0.083,-0.007,0.967,2.319,2.136,0.854
-0.085,-0.004,0.972,0.977,1.709,0.854
-0.086,-0.001,0.973,1.770,1.465,0.916
-0.089,0.001,0.971,1.526,1.648,0.977
-0.089,-0.000,0.965,1.282,1.343,1.343
-0.083,-0.000,0.966,1.160,1.343,1.526
-0.090,-0.003,0.963,0.854,1.221,1.282
-0.091,-0.000,0.966,0.854,1.770,1.526
-0.094,-0.005,0.919,-3.784,1.587,2.014
-0.077,-0.004,0.984,3.662,2.747,1.892
-0.083,-0.004,0.976,3.357,2.014,0.671
-0.091,0.002,0.971,0.366,0.671,1.648
-0.093,-0.002,0.957,1.831,0.916,1.587
-0.089,-0.005,0.958,0.671,2.014,1.465
-0.080,-0.005,0.963,0.793,2.441,1.343
-0.081,-0.003,0.970,0.671,2.502,1.160
-0.088,-0.002,0.967,1.282,2.136,0.732
-0.094,0.000,0.969,1.160,2.380,1.038
-0.089,-0.000,0.974,1.343,2.014,1.648
-0.080,-0.005,0.968,1.099,1.770,1.648
-0.085,-0.003,0.973,0.671,2.136,1.465
-0.083,-0.004,0.970,1.099,1.404,1.587
-0.107,-0.023,0.958,0.793,1.404,1.038
-0.098,-0.020,0.962,0.793,2.502,1.404
-0.136,-0.035,0.974,0.732,2.563,1.831
-0.090,0.016,0.974,0.916,1.953,1.831
-0.042,0.041,0.967,1.038,1.892,1.831
-0.070,-0.003,0.965,0.977,2.136,2.319
-0.056,-0.004,0.967,0.916,1.709,2.136
-0.123,-0.047,0.965,0.977,1.587,1.831
-0.124,-0.020,0.965,0.916,1.892,1.526
-0.054,0.038,0.967,1.160,2.197,1.587
-0.046,0.026,0.968,0.671,2.136,1.953
-0.038,0.027,0.974,1.343,2.075,1.892
-0.099,-0.028,0.965,1.160,1.526,1.770
-0.142,-0.038,0.965,0.977,1.892,1.892
-0.085,0.001,0.970,0.916,1.526,1.953
-0.086,-0.003,0.973,1.038,2.075,1.831
-0.083,-0.002,0.972,1.160,1.709,1.526
-0.084,-0.001,0.970,0.916,1.282,1.526
-0.085,-0.005,0.963,1.404,1.343,1.404
-0.089,-0.003,0.963,0.977,1.465,1.099
-0.087,0.000,0.968,1.160,2.136,1.160
-0.084,-0.000,0.966,1.343,2.258,1.404
-0.085,-0.001,0.968,1.343,2.441,1.465
-0.083,-0.001,0.972,1.160,2.258,1.709
-0.085,-0.005,0.969,1.404,1.892,1.465
-0.081,-0.005,0.971,1.404,2.075,1.465
-0.081,-0.007,0.969,1.282,1.526,1.221
-0.087,-0.002,0.969,0.854,1.892,0.977
-0.086,0.002,0.974,1.038,1.587,1.282
-0.090,-0.001,0.961,1.587,1.587,1.465
-0.088,-0.003,0.971,0.732,2.258,1.648
-0.082,-0.006,0.974,1.587,1.953,1.709
-0.080,-0.004,0.974,1.038,1.709,1.587
-0.085,-0.002,0.967,1.526,1.038,1.526
-0.087,-0.001,0.963,1.526,1.465,1.343
-0.081,-0.003,0.969,1.160,1.770,1.465
-0.085,-0.005,0.953,0.427,1.831,1.587
-0.091,0.000,0.968,-0.061,2.502,2.136
-0.080,-0.003,0.976,1.404,2.747,2.197
-0.083,-0.001,0.980,2.441,1.892,0.854
-0.092,-0.002,0.969,0.977,1.160,1.709
-0.092,-0.005,0.963,1.099,1.343,1.709
-0.092,-0.007,0.963,1.038,2.075,1.709
-0.134,-0.045,0.972,0.732,2.441,1.770
-0.131,-0.048,0.980,0.671,1.770,1.831
-0.097,-0.001,0.975,1.221,1.099,1.099

-0.042,0.034,0.964,1.221,1.099,0.732
-0.064,0.006,0.960,0.916,1.343,0.671
-0.093,-0.000,0.967,1.038,1.709,0.916
-0.084,-0.001,0.969,0.854,1.831,1.160
-0.119,-0.022,0.967,0.671,1.648,1.343
-0.058,0.026,0.963,0.854,1.709,1.343
-0.036,0.028,0.966,0.549,1.953,1.465
-0.037,0.032,0.969,1.160,1.831,1.282
-0.089,-0.021,0.968,1.099,1.709,1.160
-0.098,-0.010,0.968,0.977,1.465,1.160
-0.089,0.000,0.967,1.587,2.136,1.892
-0.082,-0.003,0.963,0.854,1.465,1.465
-0.038,0.030,0.963,0.854,2.319,0.854
-0.051,0.003,0.971,0.610,2.747,0.977
-0.120,-0.040,0.973,1.099,1.770,0.732
-0.125,-0.017,0.974,1.038,1.282,0.977
-0.110,-0.009,0.968,1.343,1.160,1.282
-0.086,0.000,0.966,0.793,2.014,1.404
-0.082,-0.004,0.969,0.854,1.831,1.648
-0.082,-0.015,0.976,0.732,1.892,1.770
-0.134,-0.041,0.973,0.916,2.014,1.404
-0.138,-0.040,0.974,0.671,1.465,1.526
-0.105,0.005,0.970,1.221,1.404,1.526
-0.040,0.041,0.968,0.549,1.587,1.648
-0.092,-0.003,0.962,0.916,1.953,1.709
-0.087,-0.003,0.973,0.732,2.014,2.075
-0.105,-0.018,0.973,1.465,1.404,1.831
-0.128,-0.023,0.969,1.587,1.587,1.831
-0.057,0.029,0.971,0.977,1.404,1.892
-0.067,0.023,0.970,1.343,1.770,1.587
-0.036,0.031,0.964,0.793,1.831,1.221
-0.092,-0.012,0.955,1.099,2.136,1.221
-0.085,-0.000,0.967,0.793,2.136,1.038
-0.086,-0.001,0.970,1.099,2.014,1.465
-0.109,-0.003,0.971,0.854,1.648,1.709
-0.036,0.032,0.969,1.038,1.465,1.770
-0.045,0.039,0.971,1.160,2.136,1.709
-0.046,0.010,0.964,1.160,1.770,1.709
-0.112,-0.040,0.959,1.404,1.648,1.160
-0.081,-0.004,0.969,0.671,2.563,1.160
-0.081,-0.000,0.973,0.916,2.197,0.793
-0.081,0.027,0.965,0.977,1.831,1.404
-0.042,0.042,0.964,1.160,1.770,2.441
-0.032,0.036,0.969,0.977,2.075,2.563
-0.070,-0.018,0.962,0.854,1.953,2.563
-0.132,-0.050,0.964,0.977,1.892,1.648
-0.087,-0.005,0.966,0.916,2.380,1.404
-0.086,-0.001,0.972,0.977,2.380,1.160
-0.062,0.022,0.974,0.854,2.441,1.526
-0.047,0.015,0.967,1.404,1.465,2.075
-0.046,0.021,0.963,0.610,1.465,1.648
-0.110,-0.032,0.958,1.038,1.587,1.892
-0.135,-0.033,0.967,0.916,2.075,2.075
-0.079,0.004,0.976,0.977,2.136,1.465
-0.083,-0.000,0.965,0.916,1.953,1.526
-0.084,-0.001,0.968,0.732,2.197,1.404
-0.073,-0.007,0.965,0.977,1.892,1.282
-0.133,-0.041,0.968,0.977,1.892,1.587
-0.110,-0.005,0.968,1.038,1.892,1.099
-0.118,-0.006,0.973,0.732,2.319,1.587
-0.066,0.027,0.979,0.793,2.319,1.831
-0.082,-0.004,0.968,1.160,1.709,1.038
-0.086,-0.001,0.973,0.916,2.380,1.648
-0.101,-0.023,0.966,1.221,1.282,1.343
-0.138,-0.033,0.960,1.526,2.014,0.977
-0.074,0.020,0.972,0.671,2.686,1.587
-0.079,0.012,0.980,0.916,2.441,1.221
-0.032,0.039,0.972,1.099,1.709,0.610
-0.088,0.000,0.964,1.160,1.709,0.916
-0.087,-0.000,0.968,1.160,1.831,1.282
-0.132,-0.032,0.971,1.282,2.014,1.465
-0.117,-0.015,0.968,1.343,1.953,2.319
-0.046,0.037,0.975,0.793,2.319,1.892
-0.037,0.021,0.972,1.282,2.075,2.014
-0.037,0.026,0.969,0.793,1.709,1.648
-0.087,-0.006,0.965,0.977,1.709,1.709
-0.086,-0.001,0.965,1.099,1.526,1.770
-0.088,-0.000,0.967,0.610,1.831,1.953
-0.095,0.009,0.970,1.038,2.258,2.380
-0.030,0.035,0.973,1.099,2.014,2.197
-0.062,-0.005,0.969,0.977,1.465,1.953
-0.128,-0.043,0.963,1.526,1.709,1.465
-0.098,-0.018,0.957,0.732,1.892,1.343
-0.083,-0.001,0.967,0.916,2.258,1.221
-0.081,0.002,0.971,0.610,2.075,1.526
-0.034,0.023,0.966,1.465,2.014,1.282
-0.105,-0.027,0.966,1.038,2.014,1.343
-0.095,-0.022,0.966,1.160,2.197,1.526
-0.130,-0.037,0.973,1.221,1.831,2.380
-0.079,0.012,0.972,0.977,1.465,1.648
-0.077,0.001,0.972,1.160,1.892,1.465
-0.078,-0.001,0.972,1.526,1.709,1.892
-0.086,0.002,0.964,1.160,1.343,1.038
-0.130,-0.036,0.967,1.160,2.502,1.343
-0.112,-0.015,0.975,0.977,2.380,1.770
-0.120,-0.021,0.977,0.977,1.587,1.709
-0.057,0.028,0.967,1.587,1.648,1.404
-0.075,0.005,0.964,1.099,2.136,1.221
-0.082,-0.004,0.972,0.854,2.258,1.404
-0.084,-0.005,0.973,0.977,2.014,1.343

-0.137,-0.035,0.974,1.160,1.648,1.526
-0.087,0.013,0.978,1.038,1.770,2.014
-0.030,0.034,0.968,0.549,1.038,1.709
-0.066,-0.004,0.958,0.854,1.343,1.038
-0.128,0.018,0.954,0.549,2.075,1.160
-0.086,-0.001,0.971,-0.061,2.258,1.221
-0.084,0.001,0.976,0.854,1.831,1.343
-0.089,0.001,0.971,0.916,1.404,1.343
-0.089,0.004,0.966,0.977,1.526,1.465
-0.085,-0.001,0.968,1.038,1.770,2.197
-0.079,-0.008,0.965,0.916,1.526,1.770
-0.080,-0.009,0.964,0.854,1.770,0.671
-0.080,-0.008,0.970,0.549,1.709,0.427
-0.082,-0.001,0.973,0.610,1.892,0.122
-0.088,0.005,0.964,1.465,1.465,0.610
-0.089,0.006,0.964,0.671,1.709,1.038
-0.084,0.004,0.967,0.732,2.014,1.160
-0.083,-0.000,0.972,1.221,2.014,1.404
-0.076,0.000,0.979,1.038,1.770,1.709
-0.075,-0.005,0.969,1.465,0.977,1.221
-0.078,-0.011,0.935,-1.648,-0.305,0.427
-0.089,0.014,0.983,0.854,3.662,2.319
-0.077,-0.006,0.969,4.578,2.930,1.221
-0.087,0.006,0.981,-0.977,2.075,1.343
-0.082,-0.001,0.975,2.380,1.831,1.526
-0.140,-0.032,0.971,0.366,1.526,1.465
-0.099,-0.001,0.966,1.587,1.587,2.136
-0.033,0.033,0.966,0.916,1.953,1.648
-0.047,0.002,0.965,0.854,2.014,1.221
-0.121,-0.043,0.966,1.343,1.526,0.854
-0.123,-0.032,0.960,1.160,1.648,0.854
-0.134,-0.015,0.971,1.160,2.319,1.404
-0.075,0.012,0.977,0.977,2.075,1.709
-0.079,0.000,0.974,0.732,1.831,1.587
-0.084,-0.000,0.967,0.916,1.526,1.282
-0.089,0.000,0.964,0.793,1.709,1.831
-0.092,0.014,0.971,0.610,1.831,2.136
-0.032,0.044,0.970,0.977,1.892,1.953
-0.065,-0.000,0.960,0.793,1.587,2.014
-0.132,-0.041,0.960,1.038,1.892,2.014
-0.127,-0.040,0.961,0.916,2.197,1.953
-0.120,-0.014,0.970,0.854,2.136,2.075
-0.051,0.036,0.970,0.916,2.319,1.892
-0.040,0.022,0.964,1.770,2.808,1.282
-0.099,-0.029,0.971,0.244,2.441,1.892
-0.093,-0.022,0.971,1.465,1.831,1.587
-0.134,-0.030,0.973,1.465,2.075,2.014
-0.081,0.014,0.975,1.038,1.770,1.648
-0.029,0.031,0.962,1.160,1.526,0.854
-0.038,0.036,0.969,1.038,1.709,1.526
-0.084,0.000,0.962,1.160,1.160,0.854
-0.087,0.000,0.964,0.793,1.648,0.916
-0.081,0.003,0.975,0.916,2.136,1.465
-0.085,0.009,0.944,-3.174,-0.305,1.587
-0.091,0.018,0.972,-0.305,0.916,3.601
-0.077,-0.001,0.973,2.502,3.235,3.174
-0.074,-0.009,0.973,0.977,2.319,2.136
-0.076,-0.006,0.970,0.366,1.770,1.526
-0.089,0.003,0.962,0.610,2.319,0.671
